ID,EX,EY,geohash,class
590,121.49,31.312,wtw6hs4md5vg,7
591,121.483,31.23,wtw3smjpzjfq,7
592,121.529,31.314,wtw6jkw9qbwm,0
593,121.422,31.208,wtw3e10zc8v7,3
594,121.475,31.281,wtw3unx3h9j1,1
595,121.487,31.279,wtw3uw0jkk0y,4
596,121.517,31.274,wtw3vjmbr24s,5
597,121.367,31.229,wtw39v0f05d3,2
598,121.447,31.232,wtw3ete584y8,0
600,121.47,31.236,wtw3sn7fbhkv,3
601,121.47,31.288,wtw3upgcb1uv,5
602,121.439,31.197,wtw37rjpty39,5
603,121.521,31.315,wtw6jk8zhe15,0
604,121.437,31.262,wtw3g75dr5nj,3
605,121.451,31.172,wtw37dtyj3vq,7
606,121.339,31.169,wtw334hkedsp,2
607,121.433,31.202,wtw3e20ucfre,1
608,121.488,31.328,wtw6hx0fgd6x,1
609,121.518,31.317,wtw6jjndwxuj,5
610,121.391,31.356,wtw66k4jzq41,5
611,121.443,31.228,wtw3esbh7105,3
612,121.39,31.174,wtw367198nb3,2
613,121.525,31.187,wtw3mm7v3wpv,0
614,121.505,31.274,wtw3uvm0r8ns,5
615,121.425,31.225,wtw3eh6fz9fk,7
616,121.522,31.312,wtw6jk1tegfg,3
617,121.435,31.266,wtw3g7f38sff,5
618,121.539,31.155,wtw3jxtgpbyy,2
619,121.531,31.321,wtw6jtb4j99d,2
620,121.435,31.324,wtw65q6788ff,5
621,121.54,31.293,wtw6j8wwzq08,0
622,121.45,31.31,wtw65ev1yp59,5
623,121.516,31.217,wtw3t4vk0n8f,5
624,121.515,31.311,wtw6j5uxb9rn,5
625,121.535,31.2,wtw3mxg14v83,7
626,121.41,31.227,wtw3du8n6n9w,4
627,121.509,31.199,wtw3mp85kgjk,7
628,121.424,31.227,wtw3ehdq2q8w,4
629,121.465,31.271,wtw3uh8ng8us,0
630,121.328,31.162,wtw32bu7g3cf,5
631,121.42,31.229,wtw3dvp655d1,5
632,121.481,31.345,wtw6k65vb7wb,5
633,121.537,31.329,wtw6jxk89kgs,7
634,121.433,31.304,wtw6568z1bx9,4
635,121.517,31.281,wtw3vntcp349,1
636,121.437,31.185,wtw37m59z1q5,4
637,121.423,31.263,wtw3g5380vx5,0
638,121.493,31.204,wtw3s8s82p4y,5
639,121.433,31.123,wtw353bb9gxw,7
640,121.511,31.307,wtw6j5387xb9,3
641,121.495,31.203,wtw3s8mfwsy1,0
642,121.479,31.193,wtw3kqd23ues,0
643,121.342,31.163,wtw331n99s1p,2
644,121.437,31.32,wtw65mesppnj,7
645,121.493,31.272,wtw3usus856f,0
646,121.525,31.277,wtw3vmgc9xru,5
647,121.395,31.247,wtw3f2m4uwbx,4
648,121.428,31.245,wtw3epvpm6pk,0
649,121.432,31.232,wtw3em85ddvb,3
650,121.503,31.255,wtw3ucgc9473,7
651,121.42,31.287,wtw3fzx7gpd0,7
652,121.455,31.168,wtw37cbyf87f,1
653,121.354,31.3,wtw613zr9nuu,0
654,121.508,31.281,wtw3uyx3j959,3
655,121.45,31.292,wtw658t1n5ed,0
656,121.508,31.279,wtw3uypmms5w,2
657,121.451,31.293,wtw658tyvqj2,0
658,121.496,31.327,wtw6hwytjbpf,5
659,121.416,31.281,wtw3fys3jc53,3
660,121.447,31.317,wtw65t548pyt,4
661,121.49,31.276,wtw3utd7fhvz,7
662,121.483,31.289,wtw3urvpxh67,2
663,121.414,31.22,wtw3dg6vxmb4,7
664,121.482,31.295,wtw6h3h6xfbd,3
665,121.5,31.213,wtw3sf1sghym,5
666,121.49,31.317,wtw6ht46dpvv,3
667,121.487,31.202,wtw3s80hu62g,0
668,121.441,31.228,wtw3ekysk3hg,3
669,121.405,31.224,wtw3dshkvx3r,3
670,121.442,31.156,wtw35rz2geq7,7
671,121.433,31.202,wtw3e20ucfre,1
672,121.38,31.126,wtw34464nfzy,2
673,121.518,31.274,wtw3vjq8q8hh,0
674,121.48,31.275,wtw3um7n14t3,4
675,121.402,31.172,wtw36ddnp9uq,7
676,121.47,31.19,wtw3kjgybjkv,6
677,121.501,31.261,wtw3uffkd8b0,7
678,121.402,31.173,wtw36df5zskk,0
679,121.498,31.207,wtw3sc01uw7n,3
680,121.387,31.169,wtw364pkd4er,5
681,121.535,31.288,wtw3vxg1fcbm,6
682,121.43,31.228,wtw3ehysk14e,3
683,121.422,31.186,wtw37j0z9ev2,4
684,121.532,31.323,wtw6jw0vsy7m,0
685,121.416,31.293,wtw64bsqvy52,3
686,121.458,31.295,wtw65c548dbf,2
687,121.492,31.299,wtw6h9gcbu3p,0
688,121.413,31.303,wtw64fd1pynk,4
689,121.478,31.294,wtw6h2csf86j,5
690,121.509,31.296,wtw6j120kvjr,7
691,121.317,31.255,wtw3b9u3dfr9,7
692,121.458,31.168,wtw37cgnb82f,0
693,121.383,31.221,wtw3d5s7sbhz,0
694,121.447,31.298,wtw659eh04nd,5
695,121.468,31.311,wtw6h5frc93q,4
696,121.514,31.216,wtw3t4ey3kjt,2
697,121.33,31.245,wtw38zvz3fjh,2
698,121.432,31.209,wtw3e32jdemb,2
699,121.531,31.323,wtw6jw0jtw3t,0
700,121.488,31.311,wtw6hebzg96w,0
701,121.525,31.293,wtw6j2eycwpb,0
702,121.402,31.197,wtw36x4pxwk3,4
703,121.473,31.319,wtw6hjmyqhc8,5
704,121.493,31.25,wtw3u8us2n4z,0
705,121.346,31.287,wtw3cr97yxx8,0
706,121.452,31.279,wtw3gwntkspn,0
707,121.423,31.243,wtw3ep9e8vr4,0
708,121.481,31.228,wtw3skgu23ng,7
709,121.352,31.256,wtw3c3vz6s9w,1
710,121.479,31.271,wtw3ukdqcbgs,1
711,121.493,31.268,wtw3usht21dv,7
712,121.537,31.321,wtw6jtud13ed,2
713,121.488,31.288,wtw3uxbcg9ft,5
714,121.522,31.216,wtw3t69w7u4v,3
715,121.406,31.22,wtw3demjsvff,0
716,121.422,31.186,wtw37j0z9ev2,4
717,121.499,31.204,wtw3sb8b7zhw,0
718,121.482,31.256,wtw3u3urru8w,5
719,121.459,31.247,wtw3gb7dzyfx,3
720,121.447,31.214,wtw3ed748pqd,7
721,121.49,31.279,wtw3uw4m6hjy,5
722,121.443,31.217,wtw3edbh5n84,5
723,121.453,31.157,wtw35xzqsjb8,4
724,121.423,31.186,wtw37j1x8gz0,5
725,121.5,31.344,wtw6kf1851n6,0
726,121.379,31.194,wtw36n9qpxn6,0
727,121.438,31.33,wtw65rkqqrrc,5
728,121.526,31.325,wtw6jqs9351r,5
729,121.522,31.266,wtw3v7c9euff,0
730,121.468,31.325,wtw6hnd33e1r,4
731,121.459,31.249,wtw3gbewxgf9,2
732,121.383,31.188,wtw36js7kbsf,3
733,121.519,31.239,wtw3tnzkmgtv,0
734,121.384,31.207,wtw3d1j1unqw,5
735,121.465,31.227,wtw3sh8n7wsw,5
736,121.437,31.197,wtw37r5xxnq1,5
737,121.479,31.2,wtw3krf31ve9,0
738,121.532,31.315,wtw6js8zhg57,2
739,121.508,31.296,wtw6hcr2mt5x,0
740,121.474,31.196,wtw3kpn9v7gk,2
741,121.534,31.331,wtw6jxdk73ww,3
742,121.499,31.283,wtw3uybuevue,7
743,121.415,31.279,wtw3fy5tqs1y,3
744,121.437,31.279,wtw3gq5trhnn,1
745,121.497,31.29,wtw6h8pmmqc2,2
746,121.525,31.319,wtw6jm7y3szb,7
747,121.487,31.289,wtw3uxbpsk2g,5
748,121.513,31.303,wtw6j4e14n5u,7
749,121.45,31.2,wtw37xv1nje9,3
750,121.328,31.144,wtw30vs6gq3u,5
751,121.425,31.271,wtw3ghdyz8fk,5
752,121.464,31.225,wtw3eur6u3fu,5
753,121.48,31.295,wtw6h35494v6,7
754,121.488,31.26,wtw3ud8yew6e,5
755,121.444,31.27,wtw3gs8bfq3z,7
756,121.308,31.244,wtw38rvc3r8z,1
757,121.423,31.264,wtw3g53w0bp0,0
758,121.505,31.26,wtw3uftnxwqe,3
759,121.527,31.328,wtw6jrj6b67p,0
760,121.523,31.264,wtw3v76q50h2,0
761,121.357,31.242,wtw39x3mz4cv,0
762,121.6,31.263,wtw3z562jmeg,5
763,121.478,31.204,wtw3s2986x4n,2
764,121.43,31.296,wtw651q8kj4x,0
765,121.413,31.141,wtw34v41rznk,0
766,121.451,31.139,wtw35stvv6m6,5
767,121.346,31.157,wtw31rcqwtz8,5
768,121.49,31.346,wtw6kd67djvv,2
769,121.538,31.29,wtw6j8jm2wv2,5
770,121.479,31.25,wtw3u2fk3y5x,2
771,121.532,31.26,wtw3vd8ysy77,5
772,121.506,31.259,wtw3uftbz5bq,3
773,121.427,31.218,wtw3e5h6n0vx,5
774,121.383,31.12,wtw341hrhuky,0
775,121.397,31.209,wtw3d3qte5k0,0
776,121.506,31.305,wtw6hfvuz4bq,7
777,121.506,31.282,wtw3uytyz52q,0
778,121.422,31.21,wtw3e18g3ttm,5
779,121.465,31.306,wtw6h504etks,5
780,121.431,31.22,wtw3e5rmemu6,0
781,121.419,31.137,wtw34uqd5v2r,7
782,121.418,31.134,wtw34gvbsqqb,0
783,121.493,31.349,wtw6kdut0j4v,2
784,121.497,31.264,wtw3uerqj212,4
785,121.423,31.177,wtw3759e0yp1,5
786,121.495,31.266,wtw3uevcwsy4,3
787,121.457,31.215,wtw3efd291xr,5
788,121.499,31.308,wtw6hg2y7fhw,5
789,121.488,31.284,wtw3ux0fe869,0
790,121.394,31.133,wtw347s6v5z4,5
791,121.491,31.344,wtw6kd5013pd,2
792,121.454,31.259,wtw3gf80g7fq,3
793,121.464,31.243,wtw3ezx7sm6f,7
794,121.497,31.346,wtw6kdr7tmcm,2
795,121.532,31.168,wtw3m9byub76,7
796,121.477,31.287,wtw3ur8ggr82,3
797,121.406,31.283,wtw3fwvhsvfg,4
798,121.453,31.22,wtw3eermsjbd,3
799,121.508,31.292,wtw6hbx3jeed,7
800,121.478,31.234,wtw3smcx4xd5,4
801,121.411,31.272,wtw3fubu9774,6
802,121.493,31.341,wtw6k9kw81fg,5
803,121.461,31.257,wtw3gfjjnrjg,7
804,121.368,31.209,wtw39c3mx7k0,5
805,121.467,31.319,wtw6hj3w6hzb,4
806,121.535,31.314,wtw6jse16b8m,6
807,121.515,31.274,wtw3vjk828ph,0
808,121.422,31.228,wtw3ehbu39j7,3
809,121.538,31.307,wtw6jem22xv3,5
810,121.475,31.236,wtw3snr6usmj,5
811,121.475,31.267,wtw3u5zrkxm0,7
812,121.413,31.269,wtw3fu65pun6,7
813,121.462,31.17,wtw37fmfmtps,4
814,121.441,31.223,wtw3e7yxhmhc,2
815,121.49,31.279,wtw3uw4m6hjy,5
816,121.347,31.286,wtw3cr6nnj17,0
817,121.43,31.173,wtw374yeuh6s,6
818,121.516,31.282,wtw3vntqb52y,1
819,121.475,31.245,wtw3spzrkdjh,5
820,121.555,31.277,wtw3yjc9sz3k,5
821,121.363,31.207,wtw399jcfy7y,0
822,121.51,31.03,wtw2t0bfu5nz,3
823,121.486,31.231,wtw3smrmubr5,0
824,121.538,31.33,wtw6jxmq2xm3,0
825,121.365,31.348,wtw63dxr36xp,0
826,121.477,31.237,wtw3sq8beqb7,7
827,121.435,31.324,wtw65q6788ff,5
828,121.543,31.268,wtw3vu0vm1tt,3
829,121.508,31.308,wtw6hgrqmd5w,0
830,121.411,31.272,wtw3fubu9774,6
831,121.447,31.325,wtw65we125nx,3
832,121.452,31.186,wtw37tnxsez0,4
833,121.451,31.246,wtw3g8jvjkt6,5
834,121.416,31.174,wtw36gh3tyg3,3
835,121.4,31.289,wtw3fxbz9h2g,0
836,121.486,31.346,wtw6k6r7svzj,5
837,121.486,31.208,wtw3s3prubz5,5
838,121.458,31.187,wtw37v7j2w0v,7
839,121.357,31.241,wtw39x32p09b,0
840,121.45,31.186,wtw37tjpw5g8,7
841,121.434,31.186,wtw37m1x97c0,4
842,121.542,31.276,wtw3vv85vugz,2
843,121.546,31.289,wtw3vzgpeh67,5
844,121.507,31.282,wtw3uywwy73y,0
845,121.532,31.276,wtw3vt8guugr,5
846,121.376,31.162,wtw33bz7ccc6,5
847,121.424,31.225,wtw3eh66b3bs,7
848,121.42,31.189,wtw36vz354fp,2
849,121.489,31.264,wtw3ue3w4bh0,2
850,121.48,31.29,wtw6h25j3nv2,3
851,121.541,31.283,wtw3vwzkwtf5,5
852,121.506,31.282,wtw3uytyz52q,0
853,121.467,31.304,wtw6h49x40xc,3
854,121.48,31.228,wtw3skgh31j7,7
855,121.418,31.17,wtw36fmfkmnu,7
856,121.495,31.223,wtw3sevzntn1,5
857,121.473,31.215,wtw3s4tbw19x,4
858,121.498,31.289,wtw3uzbpss75,7
859,121.524,31.286,wtw3vr7n4mn5,5
860,121.537,31.268,wtw3vsht33et,5
861,121.404,31.26,wtw3fdewwnre,4
862,121.38,31.26,wtw3f4dnwyrg,0
863,121.542,31.332,wtw6jzb4ju5u,7
864,121.432,31.151,wtw35qb5dxmc,7
865,121.492,31.244,wtw3sxgc2z9p,0
866,121.379,31.051,wtw2dh9mptym,5
867,121.468,31.263,wtw3u5621t97,0
868,121.472,31.209,wtw3s1mjwg20,4
869,121.395,31.124,wtw343vnkw0e,1
870,121.339,31.149,wtw31ns25dkn,0
871,121.527,31.329,wtw6jrm28kgh,5
872,121.562,31.21,wtw3w1wervsv,7
873,121.327,31.227,wtw38uewkn8q,1
874,121.443,31.18,wtw37s0hej20,5
875,121.533,31.331,wtw6jx9sk1sy,4
876,121.408,31.315,wtw64swx57n5,3
877,121.457,31.246,wtw3gb4m1hx6,5
878,121.467,31.215,wtw3s498d1xz,0
879,121.524,31.314,wtw6jke162wj,5
880,121.415,31.238,wtw3dyeww93b,2
881,121.47,31.22,wtw3s57v8juf,3
882,121.366,31.221,wtw39g858b0z,5
883,121.423,31.32,wtw65j9s0zpj,5
884,121.456,31.225,wtw3eu3dccvs,0
885,121.447,31.224,wtw3es5hbpqx,7
886,121.483,31.284,wtw3urj4x063,0
887,121.459,31.159,wtw37b7drfdd,0
888,121.328,31.257,wtw3bfhm5r1g,7
889,121.474,31.329,wtw6hpq8tkgk,2
890,121.471,31.344,wtw6k4h2p3n6,2
891,121.5,31.213,wtw3sf1sghym,5
892,121.581,31.251,wtw3y9hd68sk,5
893,121.501,31.256,wtw3ucfr6s8n,5
894,121.328,31.249,wtw3bbsqe7cc,7
895,121.477,31.237,wtw3sq8beqb7,7
896,121.455,31.187,wtw37v2v6w5v,4
897,121.443,31.28,wtw3gw255n8h,7
898,121.438,31.278,wtw3gmurw3zc,0
899,121.448,31.223,wtw3eegxpt03,2
900,121.515,31.298,wtw6j1ss0dp4,0
901,121.53,31.309,wtw6j7xknk85,4
902,121.501,31.261,wtw3uffkd8b0,7
903,121.443,31.184,wtw37sb5gnbj,3
904,121.479,31.27,wtw3ukd2cy7x,1
905,121.539,31.3,wtw6j9vzxyyu,5
906,121.517,31.339,wtw6m1jfzm48,1
907,121.509,31.296,wtw6j120kvjr,7
908,121.422,31.3,wtw651bz9wvk,7
909,121.513,31.267,wtw3v5gp6p7b,5
910,121.411,31.165,wtw36c2v3354,7
911,121.485,31.252,wtw3u3q8jej9,5
912,121.432,31.168,wtw373bnf8mf,4
913,121.497,31.162,wtw3k8z7v3c6,5
914,121.418,31.271,wtw3futyu2yu,0
915,121.459,31.2,wtw37zg9pvd9,5
916,121.493,31.221,wtw3sese804z,7
917,121.477,31.221,wtw3s78ge20r,0
918,121.462,31.274,wtw3gvmbm8ps,0
919,121.442,31.227,wtw3ekxq7wwq,0
920,121.342,31.164,wtw331nx3w9j,2
921,121.449,31.227,wtw3essqqydn,7
922,121.521,31.261,wtw3v6bus8c0,3
923,121.413,31.142,wtw34v4prcw6,0
924,121.487,31.283,wtw3uwbhsmbg,4
925,121.382,31.26,wtw3f4ewtw75,4
926,121.459,31.202,wtw3eb5szf6e,4
927,121.369,31.249,wtw3cbdnwev9,3
928,121.471,31.344,wtw6k4h2p3n6,2
929,121.519,31.317,wtw6jjp6tzvv,5
930,121.461,31.23,wtw3evjpymvy,7
931,121.46,31.204,wtw3ebs2rphn,7
932,121.483,31.255,wtw3u3v1x463,0
933,121.486,31.241,wtw3srr2hbx0,0
934,121.368,31.26,wtw3cf9qxqk5,7
935,121.442,31.201,wtw37rzqgxyq,6
936,121.44,31.194,wtw37qtyjp54,3
937,121.466,31.262,wtw3u50f6gnj,5
938,121.533,31.305,wtw6jdcsu4uy,0
939,121.482,31.282,wtw3uqsqzg2w,5
940,121.41,31.18,wtw36u0hdj38,7
941,121.498,31.219,wtw3sg0pue7h,6
942,121.48,31.212,wtw3s3gp14t2,4
943,121.48,31.258,wtw3u67511t2,0
944,121.527,31.264,wtw3v7mq0250,3
945,121.469,31.196,wtw3kp51bggh,0
946,121.45,31.291,wtw658m5q15t,4
947,121.539,31.265,wtw3vetgzfqv,7
948,121.435,31.225,wtw3ek66b9fu,7
949,121.368,31.255,wtw3ccc3x6k1,4
950,121.527,31.285,wtw3vrm226en,3
951,121.403,31.266,wtw3fefcwuvf,5
952,121.355,31.169,wtw33d0h86wx,7
953,121.398,31.232,wtw3dmx7d6v8,5
954,121.444,31.193,wtw37w8b6k9u,4
955,121.528,31.336,wtw6m2tcrtu9,3
956,121.444,31.18,wtw37s0udm3b,5
957,121.397,31.251,wtw3f3nd70sh,4
958,121.426,31.222,wtw3e5g9qfsh,0
959,121.538,31.291,wtw6j8m729jm,1
960,121.539,31.328,wtw6jxjfzfqz,5
961,121.523,31.312,wtw6jk4me5u7,4
962,121.486,31.158,wtw3k2pksbpj,4
963,121.485,31.334,wtw6k2ntv8vw,1
964,121.475,31.249,wtw3u0xqsev1,0
965,121.493,31.149,wtw3hws8046y,3
966,121.416,31.192,wtw36yk6tf5r,3
967,121.379,31.089,wtw2f596x9wk,5
968,121.382,31.108,wtw2fp59jxe0,5
969,121.456,31.191,wtw37y1s9zvd,5
970,121.381,31.176,wtw3656vq79e,1
971,121.384,31.191,wtw36njhspyd,5
972,121.426,31.148,wtw35n7dqbh1,4
973,121.463,31.253,wtw3gcqtvj3n,7
974,121.438,31.204,wtw3e2s2qrpy,2
975,121.448,31.235,wtw3ew5tpd02,0
976,121.483,31.262,wtw3u7j4r54m,5
977,121.399,31.285,wtw3fx203dxq,7
978,121.538,31.325,wtw6jwt32ejr,0
979,121.449,31.328,wtw65xh6yf6p,2
980,121.486,31.282,wtw3uqxqugrn,0
981,121.455,31.245,wtw3ezbz6d5u,3
982,121.366,31.258,wtw3cf250c8b,7
983,121.415,31.152,wtw34z59w99y,0
984,121.456,31.215,wtw3ef989ctx,5
985,121.355,31.14,wtw31sb58kwx,7
986,121.473,31.221,wtw3s5tgw01x,5
987,121.524,31.309,wtw6j7eh4kw5,5
988,121.483,31.216,wtw3s6tnrh4m,2
989,121.532,31.324,wtw6jw2gsbg6,0
990,121.451,31.274,wtw3gtmbm2jk,5
991,121.447,31.241,wtw3ex7000w8,1
992,121.388,31.259,wtw3f680c7vn,7
993,121.522,31.283,wtw3vqcsevfg,5
994,121.447,31.271,wtw3gsenb0ys,0
995,121.439,31.284,wtw3grj4tb39,1
996,121.465,31.212,wtw3s1bp5ds8,7
997,121.448,31.183,wtw37sewps82,5
998,121.457,31.296,wtw65c623jpr,7
999,121.423,31.237,wtw3en988yz5,5
1000,121.383,31.247,wtw3f0k6uyuz,2
1001,121.524,31.29,wtw6j25j6qy0,0
1002,121.411,31.27,wtw3fu8bcq7p,5
1003,121.537,31.27,wtw3vss8cq7x,0
1004,121.439,31.218,wtw3e7j4jbcx,5
1005,121.532,31.33,wtw6jx2ykz73,5
1006,121.421,31.331,wtw65p8h63ew,1
1007,121.468,31.187,wtw3kj6m3w1m,6
1008,121.539,31.287,wtw3vxtgzzwb,5
1009,121.444,31.173,wtw37dbgfk3u,1
1010,121.435,31.258,wtw3g66709db,5
1011,121.356,31.249,wtw3c88wxgb1,5
1012,121.411,31.241,wtw3dz2b12e0,3
1013,121.555,31.283,wtw3yncssvc7,3
1014,121.534,31.331,wtw6jxdk73ww,3
1015,121.458,31.17,wtw37f742t0u,0
1016,121.538,31.319,wtw6jtmq2sv2,5
1017,121.53,31.318,wtw6jmr2w624,5
1018,121.417,31.247,wtw3fbm4vnvp,5
1019,121.442,31.308,wtw657rq7dnq,7
1020,121.373,31.322,wtw61vvpggur,5
1021,121.536,31.285,wtw3vx7b649y,7
1022,121.493,31.337,wtw6k8sx204y,4
1023,121.484,31.296,wtw6h3mbqm5z,0
1024,121.447,31.246,wtw3g85j0hwd,5
1025,121.39,31.268,wtw3fk1t218m,0
1026,121.472,31.291,wtw6h0m5qc0j,5
1027,121.448,31.305,wtw65dgszdbq,5
1028,121.451,31.207,wtw3e9jcvqmq,3
1029,121.475,31.214,wtw3s4r6sxm4,3
1030,121.498,31.208,wtw3sc0pu8g5,3
1031,121.536,31.328,wtw6jx5ff43z,7
1032,121.452,31.316,wtw65sysutx0,5
1033,121.489,31.242,wtw3sx3tffuj,4
1034,121.389,31.291,wtw6422g29nv,1
1035,121.45,31.31,wtw65ev1yp59,5
1036,121.304,31.224,wtw38k4uup6p,1
1037,121.474,31.284,wtw3upndt273,3
1038,121.466,31.207,wtw3s10cfyqn,5
1039,121.445,31.179,wtw37ecwcdg7,7
1040,121.483,31.24,wtw3srj4pn46,5
1041,121.539,31.263,wtw3vembpvwg,5
1042,121.464,31.182,wtw37ux2k64g,0
1043,121.43,31.166,wtw371weh56x,5
1044,121.437,31.246,wtw3g25tphw4,0
1045,121.385,31.283,wtw3fnvuetb5,7
1046,121.515,31.29,wtw6j0ht2wz0,2
1047,121.461,31.327,wtw65yvjn2jf,2
1048,121.415,31.266,wtw3fgg9wscf,5
1049,121.393,31.126,wtw3467djfvq,0
1050,121.435,31.175,wtw3774r894y,1
1051,121.385,31.356,wtw66hjvgw01,4
1052,121.502,31.25,wtw3ubgh3y1x,7
1053,121.429,31.249,wtw3g0tysgbc,7
1054,121.401,31.229,wtw3dt1d07d9,0
1055,121.534,31.285,wtw3vx6276ww,0
1056,121.433,31.143,wtw35m2v1gzx,7
1057,121.429,31.24,wtw3epjfhy0f,3
1058,121.544,31.293,wtw6jb9wuqp0,3
1059,121.477,31.327,wtw6hqbv5206,7
1060,121.513,31.27,wtw3vhe0fn7z,1
1061,121.54,31.298,wtw6j9wsp60d,3
1062,121.437,31.216,wtw3e6ewrhnj,4
1063,121.48,31.229,wtw3sm5415t3,5
1064,121.506,31.27,wtw3uutbzn2r,0
1065,121.323,31.291,wtw60b2eqc1t,3
1066,121.426,31.189,wtw37jg9nfup,5
1067,121.398,31.294,wtw642zkf2mt,0
1068,121.396,31.222,wtw3d7vc7fdk,7
1069,121.421,31.284,wtw3gp04d279,5
1070,121.369,31.106,wtw2cydjwdtt,7
1071,121.511,31.317,wtw6jj1dexbt,0
1072,121.416,31.175,wtw36ghrtc5q,3
1073,121.43,31.193,wtw37nw8khds,5
1074,121.412,31.302,wtw64f3e2esz,7
1075,121.426,31.213,wtw3e45syuuj,1
1076,121.548,31.277,wtw3vvu99xmu,5
1077,121.352,31.18,wtw33kjudt38,1
1078,121.468,31.207,wtw3s143cw3q,7
1079,121.402,31.131,wtw34e4ppxh2,7
1080,121.485,31.306,wtw6h7ndttms,5
1081,121.504,31.222,wtw3sgu926th,0
1082,121.432,31.165,wtw3732j69jf,5
1083,121.456,31.196,wtw37z19cgvs,0
1084,121.4,31.257,wtw3fd0v1p0g,3
1085,121.399,31.131,wtw34e0p1xp2,5
1086,121.384,31.272,wtw3fhvhs5qd,0
1087,121.449,31.187,wtw37tkmqy4j,5
1088,121.462,31.204,wtw3ebtbmxpw,4
1089,121.53,31.328,wtw6jrp6y62p,2
1090,121.342,31.255,wtw3c1y99d31,1
1091,121.54,31.287,wtw3vxwezr88,7
1092,121.506,31.302,wtw6hfmgr58r,5
1093,121.541,31.307,wtw6jer2qxf1,0
1094,121.484,31.212,wtw3s3vzn6eb,3
1095,121.402,31.201,wtw36xfnzxuq,5
1096,121.515,31.298,wtw6j1ss0dp4,0
1097,121.44,31.172,wtw376tyj1gn,2
1098,121.461,31.229,wtw3evj4n7tc,7
1099,121.428,31.193,wtw37nt0mkxk,3
1100,121.414,31.272,wtw3fufux724,4
1101,121.454,31.271,wtw3gu8ng2fk,0
1102,121.456,31.256,wtw3gccx3utw,3
1103,121.51,31.268,wtw3vh0vk1wv,7
1104,121.482,31.218,wtw3s7h6pbbx,4
1105,121.373,31.246,wtw3cbjj5us6,0
1106,121.44,31.18,wtw37kjutj70,0
1107,121.402,31.203,wtw3d864xsu3,5
1108,121.587,31.244,wtw3wzbcqrwr,1
1109,121.479,31.22,wtw3s76m9vgd,0
1110,121.478,31.32,wtw6hm9s4x4j,1
1111,121.442,31.135,wtw357zqe8wm,0
1112,121.507,31.279,wtw3uyntqk1y,4
1113,121.377,31.271,wtw3fh8nc0fu,7
1114,121.482,31.282,wtw3uqsqzg2w,5
1115,121.415,31.15,wtw34yetyscg,7
1116,121.335,31.241,wtw39p32n2t2,2
1117,121.54,31.281,wtw3vww9p309,0
1118,121.457,31.267,wtw3ggfr3pr2,3
1119,121.441,31.261,wtw3g6yss2ub,4
1120,121.477,31.291,wtw6h22g730m,5
1121,121.41,31.121,wtw34c2hfncs,1
1122,121.448,31.226,wtw3ese8xs23,5
1123,121.365,31.238,wtw39wxq93r0,5
1124,121.425,31.157,wtw35pfyxtf2,3
1125,121.502,31.286,wtw3uz7n1v1e,0
1126,121.484,31.304,wtw6h6tzn2ec,0
1127,121.453,31.211,wtw3e9z3k00e,6
1128,121.328,31.144,wtw30vs6gq3u,5
1129,121.418,31.167,wtw36cvbumyu,2
1130,121.458,31.191,wtw37y5h8xbf,0
1131,121.534,31.324,wtw6jw67e2yd,7
1132,121.354,31.283,wtw3cqzk9jug,0
1133,121.546,31.205,wtw3tben71d7,0
1134,121.493,31.312,wtw6hsht85fg,5
1135,121.357,31.218,wtw39e16p0cz,7
1136,121.558,31.183,wtw3qhey4sw2,5
1137,121.505,31.289,wtw3uzvpxsqe,0
1138,121.45,31.344,wtw67dj0n15d,2
1139,121.416,31.293,wtw64bsqvy52,3
1140,121.434,31.167,wtw373c8cmch,3
1141,121.413,31.138,wtw34u6pzzym,1
1142,121.476,31.208,wtw3s30pgbye,5
1143,121.374,31.254,wtw3cctgepvu,7
1144,121.509,31.334,wtw6m00jubvq,7
1145,121.396,31.247,wtw3f2mfgyfr,4
1146,121.482,31.202,wtw3s2hkzf2e,4
1147,121.423,31.264,wtw3g53w0bp0,0
1148,121.508,31.297,wtw6hcrqjxet,0
1149,121.418,31.265,wtw3fgtgu6qv,3
1150,121.47,31.288,wtw3upgcb1uv,5
1151,121.535,31.288,wtw3vxg1fcbm,6
1152,121.533,31.318,wtw6jt38s4kf,5
1153,121.459,31.272,wtw3gugsxg6d,4
1154,121.382,31.222,wtw3d5g9mdeh,2
1155,121.53,31.259,wtw3v6x2y7bn,5
1156,121.457,31.185,wtw37v43c1r7,5
1157,121.459,31.216,wtw3efewru4t,0
1159,121.488,31.337,wtw6k88z784w,7
1160,121.524,31.315,wtw6jkep47n5,5
1161,121.538,31.316,wtw6jsvkbtt2,1
1162,121.505,31.285,wtw3uzm0rdww,3
1163,121.45,31.219,wtw3eejpy57s,4
1164,121.476,31.298,wtw6h38h5fnd,3
1165,121.508,31.272,wtw3uuzkte7d,2
1166,121.421,31.272,wtw3ghbhd77d,5
1167,121.372,31.217,wtw39fukhwdd,7
1168,121.474,31.266,wtw3u5y9tkg6,0
1169,121.531,31.263,wtw3ve20jt9e,1
1170,121.532,31.319,wtw6jt2ykug2,5
1171,121.45,31.344,wtw67dj0n15d,2
1172,121.586,31.264,wtw3yg2np0h8,0
1173,121.531,31.323,wtw6jw0jtw3t,0
1174,121.46,31.221,wtw3egs7x0hp,1
