路段编码,路名,区属,类型,段起点,段止点,等级,长度,路段面积,人行道面积
BSS000000162,罗溪路,宝山,路段,杜家桥,祁北路,支路,156,3338,1154
BSS000000164,罗溪路,宝山,路段,祁北路,二号桥,支路,291.1,6372.5,2297.1
BSS000000126,罗溪路,宝山,路段,市一路,一号桥,支路,508.4,11038.7,267.7
BSS000000112,罗阳河路,宝山,路段,南弄街,罗太,支路,173,1190,0
BSS000020372,洛场路,宝山,路段,沪太路,场联路,支路,170,2922,1088
BSS000020373,洛场路,宝山,路段,场联路,乾溪小区门口,支路,89,1352,652
BSS000020499,梅林路,宝山,路段,龙飞路,桃园港桥,支路,141,4308,768
BSS000020500,梅林路,宝山,路段,桃园港桥,杨鑫路,支路,236,7017.4,1318.4
BSS000020501,梅林路,宝山,路段,杨鑫路,水产路,支路,272,7514,1248
BSS000020503,梅林路,宝山,路段,水产路,北黄泥塘桥,支路,155,4554.8,780.8
BSS000020505,梅林路,宝山,路段,北黄泥塘桥,钱鑫路,支路,67,2205,441
BSS000020506,梅林路,宝山,路段,钱鑫路,莲花山路,支路,114,3099.6,537.6
BSS000020507,梅林路,宝山,路段,莲花山路,南黄泥塘桥,支路,215,6650,1480
BSS000020508,梅林路,宝山,路段,南黄泥塘桥,泰和路,支路,150,4525,720
BSS000020571,梅林路,宝山,路段,龙飞路,沙浦河桥,支路,198,6872.8,1287
BSS000020572,梅林路,宝山,路段,宝杨路,沙浦河桥,支路,91.1,3180,542.3
BSS000020557,湄浦路,宝山,路段,江杨北路,小区大门,支路,672,20284,5149.5
BSS000000020,湄浦路,宝山,路段,克东路,铁力路,支路,252,4334,1954
BSS000020374,湄浦路,宝山,路段,克山路,克东路,支路,440.6,9232,2672
BSS000000007,湄浦路,宝山,路段,铁力路,铁路,支路,298,5300,1590
BSS000000114,密山东路,宝山,路段,东林路,城河桥,支路,280,5484,2675
BSS000000017,密山东路,宝山,路段,护城河西岸,东林路,支路,482,8540,3692
BSS000000010,密山路,宝山,路段,牡丹江路,友谊路,支路,550,9072,4322
BSS000000012,密山路,宝山,路段,团结路,牡丹江路,支路,321,4851,2208
BSS000000014,密山路,宝山,路段,友谊支路,团结路,支路,237,3310,1528
BSS000000015,密山路,宝山,路段,城河桥,友谊支路,支路,174,3118,1595
BSS000020534,密山路10号双通道,宝山,路段,密山路,区发改委、机关幼儿园,支路,152,912,0
BSS000000129,漠河路,宝山,路段,樟岭路,同济路,支路,265,7342.5,1421
BSS000000130,漠河路,宝山,路段,同济路,北泗塘河桥(与杨行镇交界,支路,300,4964,1364
BSS000000132,漠河路,宝山,路段,牡丹江路,樟岭路,支路,350,9733.2,2055
BSS000000016,漠河路,宝山,路段,友谊支路,团结路,支路,255,6455,1480
BSS000020634,漠河路,宝山,路段,北泗塘河桥,克山路,支路,510,4080,0
BSS000000009,漠河路,宝山,路段,东林路,友谊支路,支路,432.5,11757,2028.8
BSS000000134,漠河路,宝山,路段,团结路,牡丹江路,支路,305,8373,2289
BSS000000135,牡丹江路,宝山,路段,双城路,水产路,支路,554,11880,4455
BSS000000115,牡丹江路,宝山,路段,淞宝路,泰和路,支路,190,3600,1350
BSS000000116,牡丹江路,宝山,路段,友谊路,密山路,支路,259,7229,3755
BSS000000117,牡丹江路,宝山,路段,密山路,宝林路,支路,199,4064,1666
BSS000000118,牡丹江路,宝山,路段,泰和路,淞滨路,支路,137,3051,1356
BSS000000119,牡丹江路,宝山,路段,护厂河桥,马路河桥,支路,193,3456,768
BSS000000120,牡丹江路,宝山,路段,宝杨路,海江路,支路,376,8823,2558
BSS000000121,牡丹江路,宝山,路段,海江路,永乐路,支路,432,5580,0
BSS000000368,牡丹江路,宝山,路段,马路河桥,富锦路,支路,799,13734,3052
BSS000000614,牡丹江路,宝山,路段,富锦路,漠河路,支路,225,6940,1542
BSS000000567,牡丹江路,宝山,路段,盘古路,友谊路,支路,337,7901,3725
BSS000000568,牡丹江路,宝山,路段,漠河路,盘古路,支路,280,8012,1879
BSS000000123,牡丹江路,宝山,路段,永乐路,双城路,支路,295.4,6098,2648
BSS000000125,牡丹江路,宝山,路段,水产路,淞宝路,支路,910,20880,7830
BSS000000127,牡丹江路,宝山,路段,宝林路,宝杨路,支路,280,7836,4300
BSS000020526,牡丹江路244弄通道,宝山,路段,牡丹江路,244弄,支路,75,450,0
BSS000020133,南华苑路,宝山,路段,新沪路,灵石路（与普陀交界处）,支路,400,6665,3065
BSS000000550,南弄街,宝山,路段,罗阳河路,化工厂,支路,138.5,775,130
BSS000000562,南弄街,宝山,路段,罗升路,罗阳河路,支路,86,205.3,0
BSS000000570,南弄街,宝山,路段,市河街,罗升路,支路,158.5,93,0
BSS000000558,南汀路,宝山,路段,铁力路,铁峰路,支路,705,13009,4399
BSS000000556,南卫路,宝山,路段,长浜街,杨南路,支路,400,1400,0
BSS000020470,南蕰藻路,宝山,路段,共和新路,长临路,支路,660,12710,3300
BSS000020729,南蕰藻路,宝山,路段,长临路,东茭泾桥,支路,322,7728,2898
BSS000020730,南蕰藻路,宝山,路段,东茭泾桥,康宁路,支路,189,4536,1701
BSS000020731,南蕰藻路,宝山,路段,康宁路,大康路,支路,300,7200,2700
BSS000020732,南蕰藻路,宝山,路段,大康路,康文路,支路,383,9192,3447
BSS000020733,南蕰藻路,宝山,路段,康文路,场北支路,支路,292,7008,2628
BSS000000571,盘古路,宝山,路段,团结路,牡丹江路,支路,311,6140,2556
BSS000000559,盘古路,宝山,路段,克山路,铁力路,支路,515,8560,3622
BSS000000552,盘古路,宝山,路段,北泗塘河桥,克山路,支路,470,6962,2294
BSS000000554,盘古路,宝山,路段,吴淞口路,东林路,支路,340,6902,2492
BSS000000578,盘古路,宝山,路段,樟岭路,同济路,支路,210,3326,1338
BSS000000584,盘古路,宝山,路段,同济路,北泗塘河桥,支路,426,6448,2395
BSS000000586,盘古路,宝山,路段,盘古路桥,友谊支路,支路,132,2346,792
BSS000000588,盘古路,宝山,路段,友谊支路,团结路,支路,260,5471,2475
BSS000000589,盘古路,宝山,路段,东林路,盘古路桥,支路,311,5690,1980
BSS000000590,盘古路,宝山,路段,铁力路,铁路,支路,351,6391,2915
BSS000000591,盘古路,宝山,路段,牡丹江路,樟岭路,支路,325,6700,2864
BSS000020540,盘古路,宝山,路段,新吴泾河桥,铁峰路,支路,100.7,802.5,204
BSS000020541,盘古路,宝山,路段,铁峰路,铁山路,支路,360.6,7471.1,1774
BSS000020542,盘古路,宝山,路段,铁山路,江杨北路,支路,654.2,17764.5,3840
BSS000020543,盘古路,宝山,路段,江杨北路,西长浜桥,支路,140.6,2988.8,605.7
BSS000020544,盘古路,宝山,路段,西长浜桥,月明路,支路,171.8,4740.8,1111.3
BSS000020583,桥边东路,宝山,路段,锦怡宾馆,顾泾河,支路,121,605,0
BSS000020587,桥边西路（北）,宝山,路段,石太路,顾泾河,支路,210,840,0
BSS000020586,桥边西路（南）,宝山,路段,顾泾河,盛桥一村东门,支路,190,760,0
BSS000000526,青岗路,宝山,路段,同泰北路,同济路,支路,283,2452,471
BSS000000525,青石路,宝山,路段,国权北路,吉浦路,支路,501,7975,3335
BSS000000523,庆安路,宝山,路段,四元路,马路河桥,支路,618,12696,4904
BSS000020454,庆安路,宝山,路段,马路河桥,绥化路,支路,195,3959,1484
BSS000020635,邱家弄,宝山,路段,北街,练祁河,支路,136,408,0
BSS000020603,泉临路,宝山,路段,三泉路,长临路,支路,390,2925,0
BSS000000522,三泉路,宝山,路段,长江西路,共康路,次干路,979,20422,8561
BSS000020469,三泉路,宝山,路段,场北路,长江西路,支路,415,8660,2362
BSS000020492,三阳路,宝山,路段,同泰路,班溪路,支路,210,1239,294
BSS000020594,少年村路,宝山,路段,沪太支路,界华路,支路,228,2280,684
BSS000020595,少年村路,宝山,路段,界华路,大场医院,支路,374,3740,1122
BSS000020590,盛桥14弄改环,宝山,路段,盛桥老街,顾泾河30弄,支路,229,572.5,0
BSS000020636,盛桥30弄,宝山,路段,顾泾河,弄内,支路,150,600,0
BSS000020584,盛桥东街,宝山,路段,杨盛河桥东路,桥边东路,支路,104,520,0
BSS000020581,盛桥老街,宝山,路段,顾泾河,盛桥中学,支路,73,255.5,0
BSS000020580,盛桥老街,宝山,路段,盛桥街,顾泾河,支路,70,245,0
BSS000020585,盛桥西街,宝山,路段,桥边西路,粮管所,支路,120,840,0
BSS000020611,石驳岸路,宝山,路段,市一路,北街,支路,134,804,0
BSS000000512,市二路,宝山,路段,市一路,亭前街,支路,212,1272,0
BSS000020604,市河街,宝山,路段,镇东路,义学桥,支路,521,4168,1563
BSS000020631,市河街,宝山,路段,南弄街大通桥,新桥街义学桥,支路,325,203,0
BSS000020632,市河街,宝山,路段,新桥街义学桥,塘西街,支路,61,955,0
BSS000000544,守仁桥路,宝山,路段,沪太路,场中路,支路,330,6270,1650
BSS000000541,双城路,宝山,路段,牡丹江路,双庆路,支路,344.6,11402,3593
BSS000000543,双城路,宝山,路段,宝东路,淞宝路,支路,306,8204.9,2812.9
BSS000000533,双城路,宝山,路段,淞宝路,永清路,支路,506,15376,4641
BSS000000535,双城路,宝山,路段,双庆路,同济路,支路,320,10570,3300
BSS000000537,双城路,宝山,路段,永清路,牡丹江路,支路,341.3,9520,2333
BSS000000539,双城路,宝山,路段,塘后路,宝东路,支路,303,7617.3,1759.3
BSS000000185,双庆路,宝山,路段,宝杨路,海江路,支路,495,8025,2925
BSS000000186,双庆路,宝山,路段,海江路,永乐路,支路,424,6920,2600
BSS000020069,双庆路,宝山,路段,永乐路,双城路,支路,295,5102,2342
BSS000000593,双泉路,宝山,路段,马路河桥,龙镇路,支路,224,4167,1815
BSS000000531,双泉路,宝山,路段,江杨北路,马路河桥,支路,55,745,167
BSS000020394,水产路,宝山,路段,跨线桥东,辅道,支路,764,12224,4584
BSS000020395,水产路,宝山,路段,辅道,跨线桥西,支路,690,8117,2070
BSS000020063,水产路,宝山,路段,同济路,铁力路,支路,1448,50680,8688
BSS000020064,水产路,宝山,路段,铁力路,铁峰路,支路,620,20020,3384
BSS000020065,水产路,宝山,路段,铁峰路,铁山路,支路,440,13953,2638
BSS000020066,水产路,宝山,路段,铁山路,跨线桥东,支路,681,22296,4128
BSS000020060,水产路,宝山,路段,淞青路,永清路,支路,282,3592,1158
BSS000020425,水产路,宝山,路段,杨泰路,杨盛河桥,支路,627,20912,3762
BSS000020426,水产路,宝山,路段,梅林路,蕰川路（与路政局交界处）,支路,516,17577,3192
BSS000020428,水产路,宝山,路段,杨盛河桥,梅林路,支路,118,2904,498
BSS000020429,水产路,宝山,路段,跨线桥西,杨泰路,支路,590,19235,3300
BSS000000656,水产路,宝山,路段,塘后路,淞宝路,支路,415,4585,1680
BSS000000648,水产路,宝山,路段,牡丹江路,同泰北路,支路,407.4,8745,2157
BSS000000650,水产路,宝山,路段,同泰北路,同济路,支路,312.3,5710,1568
BSS000000652,水产路,宝山,路段,永清路,牡丹江路,支路,318.6,5522,1697
BSS000020519,水产西路,宝山,路段,蕰川路,富长路,支路,1339,32463,12256
BSS000020637,水产西路（2）,宝山,路段,富联路,泰和新城,支路,324,6804,1620
BSS000020623,水果弄,宝山,路段,邓家弄,石驳岸路,支路,135,499.5,0
BSS000000654,四元路,宝山,路段,宝泉路,庆安路,支路,240,6207,3528
BSS000000638,四元路,宝山,路段,江杨北路,春雷路,支路,244.7,5211,2092
BSS000000639,四元路,宝山,路段,德都路,杨盛河桥,支路,219,4448,1788
BSS000000641,四元路,宝山,路段,庆安路,德都路,支路,277.6,6161,2988
BSS000000646,四元路,宝山,路段,春雷路,四元路马路河桥,支路,165.3,4340,2312
BSS000000634,四元路,宝山,路段,马路河桥,宝泉路,支路,159,3640,1751
BSS000020683,泗东菜市场通道,宝山,路段,泗东路,八棉新村、泗东新村,支路,188,870,0
BSS000000636,泗东路,宝山,路段,泰和路,淞浦路,支路,755,10328,2618
BSS000020545,松兰路,宝山,路段,杨鑫路,水产路,支路,342.1,8767.8,2647.3
BSS000020546,松兰路,宝山,路段,桃园港桥,杨鑫路,支路,323.9,8436.6,2774
BSS000020547,松兰路,宝山,路段,宝杨路,桃园港桥,支路,337.9,7837.6,3064.2
BSS000020696,松兰路,宝山,路段,水产路,莲花山路,支路,377.2,9141.2,2774.3
BSS000020430,松兰路,宝山,路段,镇新路,宝杨路,支路,380,7640,2360
BSS000020431,松兰路,宝山,路段,镇泰路,镇新路,支路,280,5232,1632
BSS000020432,松兰路,宝山,路段,竹艺路,镇泰路,支路,450,8492,2462
BSS000000664,淞宝路,宝山,路段,永清路,牡丹江路,支路,562.7,17256,4718
BSS000000669,淞宝路,宝山,路段,宝杨路,海江路,支路,383,6531,1866
BSS000000671,淞宝路,宝山,路段,塘后路,永清路,支路,716,8898,4203
BSS000000672,淞宝路,宝山,路段,淞青路,塘后路,支路,373,6321,1806
BSS000000673,淞宝路,宝山,路段,双城路,淞青路,支路,260,3948,1128
BSS000000674,淞宝路,宝山,路段,永乐路,双城路,支路,260,3948,1128
BSS000000645,淞宝路,宝山,路段,海江路,永乐路,支路,327,5450,1557
BSS000020680,淞宝路80弄通道,宝山,路段,淞宝路,宝工后门,支路,71,745.5,355
BSS000000655,淞滨路,宝山,路段,淞桥西路,淞滨支路,支路,372,7900,2844
BSS000000658,淞滨路,宝山,路段,淞浦路/化成路,牡丹江路,支路,147,2459,1088
BSS000000676,淞滨路,宝山,路段,北兴路,同泰路,支路,108,2681,1481
BSS000000668,淞滨路,宝山,路段,牡丹江路,北兴路,支路,160,3779,1619
BSS000000660,淞滨路,宝山,路段,同济路,淞桥西路,支路,244,4825,1440
BSS000000662,淞滨路,宝山,路段,同泰路,同济路,支路,482,12833,5990
BSS000020402,淞滨路70弄,宝山,路段,淞滨路283弄,和丰路,支路,67,349,183
BSS000000624,淞滨支路,宝山,路段,泰和路,淞兴西路,支路,377,7747,2983
BSS000020645,淞发路,宝山,路段,南泗塘桥,淞南路,支路,400,6956,2012
BSS000020328,淞发路,宝山,路段,逸仙路,南泗塘桥,支路,398,7530,2154
BSS000020548,淞发路,宝山,路段,淞肇路,长江南路,支路,510,12243.6,3072.6
BSS000020552,淞发路,宝山,路段,淞南路,淞良路,支路,300,5832,2022
BSS000020553,淞发路,宝山,路段,淞良路,卫生科路,支路,170,2885,930
BSS000020554,淞发路,宝山,路段,卫生科路,淞肇路,支路,330,5589,1794
BSS000020577,淞良路,宝山,路段,长逸路,淞塘路,支路,145,2900,725
BSS000020578,淞良路,宝山,路段,淞塘路,逸仙路,支路,433,10392,3897
BSS000000602,淞浦路,宝山,路段,淞滨路,淞兴路,支路,157,1727,471
BSS000020442,淞浦路,宝山,路段,步行街（西）,淞桥东路,支路,23,517.5,172.5
BSS000000603,淞浦路,宝山,路段,淞兴路,步行街(东),支路,261,4176,783
BSS000000605,淞浦路,宝山,路段,淞桥东路,同济路,支路,224,1211,492
BSS000000607,淞浦路,宝山,路段,同济路,泗东路,支路,703,14910,5880
BSS000000629,淞桥东路,宝山,路段,淞滨路,淞兴路,支路,171,2707,1430
BSS000020392,淞桥东路,宝山,路段,淞兴路,淞浦路,支路,198,2423,912
BSS000000628,淞桥西路,宝山,路段,淞滨路,淞兴西路,支路,171,1714,791
BSS000000627,淞青路,宝山,路段,淞宝路,永清路,支路,564.5,7395,2040
BSS000020576,淞塘路,宝山,路段,淞良路,长江南路,支路,380,6840,2280
BSS000000619,淞兴路,宝山,路段,淞桥东路,同济路,支路,121,1185,415
BSS000020742,淞兴路,宝山,路段,淞浦路,昌北路西围墙,支路,106.9,1015.6,267.3
BSS000000527,淞兴西路,宝山,路段,同济路,淞桥西路,支路,222,3363,899
BSS000000653,淞兴西路,宝山,路段,淞桥西路,淞滨支路,支路,330,6215,1735
BSS000020694,淞肇路,宝山,路段,长逸路,淞发路,支路,388.2,6453.4,2571.4
BSS000020695,淞肇路,宝山,路段,淞发路,长江南路,支路,361,5615.5,2510.9
BSS000020653,淞肇路,宝山,路段,长江南路,长江西路,支路,239.4,3830.4,1436.4
BSS000000403,绥化路,宝山,路段,江杨北路(与宝山公路交界,春雷路,支路,457,11623,5378
BSS000020457,绥化路,宝山,路段,春雷路,庆安路,支路,446,10179,4014
BSS000020458,绥化路,宝山,路段,庆安路,德都路,支路,257,5288,2168
BSS000020459,塔源路,宝山,路段,顾泾河桥,古莲路,支路,264,5412,1968
BSS000020460,塔源路,宝山,路段,古莲路,月川路,支路,553,12806,4976
BSS000020101,塔源路,宝山,路段,石太路,顾泾河桥,支路,350,7634,2776
BSS000000030,泰和路,宝山,路段,江杨北路,蕰川路（与路政局交界处）,支路,2261,105894,22316
BSS000020709,泰和路,宝山,路段,泰兴桥,江杨北路,支路,2771,164173,17114
BSS000000390,泰和路,宝山,路段,牡丹江路,同泰北路,支路,268,18193,2154
BSS000000391,泰和路,宝山,路段,同泰北路,同济路,支路,420,13497,3047
BSS000000413,泰和路,宝山,路段,化成路,牡丹江路,支路,279,18808,2026
BSS000000417,泰和路,宝山,路段,同济路,泰兴桥,支路,875,54415,6767
BSS000020405,泰和路239弄,宝山,路段,同泰北路,仓库,支路,81,466,49
BSS000020406,泰和路245号,宝山,路段,建委大门口,泰和路,支路,61,458,0
BSS000020681,泰和路710弄通道,宝山,路段,淞滨支路,泗东路,支路,179.5,710,0
BSS000020593,泰和路油库集资路,宝山,路段,化肥厂,玻璃厂,支路,221,2652,884
BSS000000027,泰和支路,宝山,路段,泰和路,黄泥塘桥,支路,125,1822,509
