ID,BID,UID,ST,SX,SY,ET,EX,EY,DS,DU,class
625,70047,6137,2016/8/1 12:51,121.482,31.202,2016/8/1 12:54,121.483,31.206,566.49,3,0
626,1039,5804,2016/8/1 12:51,121.45,31.205,2016/8/1 12:55,121.451,31.208,285.57,4,5
627,117306,6290,2016/8/1 12:55,121.422,31.187,2016/8/1 12:59,121.427,31.182,846.78,4,2
628,87917,7796,2016/8/1 12:57,121.53,31.211,2016/8/1 13:02,121.534,31.212,503.5,5,1
629,125126,2115,2016/8/1 12:57,121.473,31.339,2016/8/1 13:03,121.474,31.328,929.43,6,5
630,46354,7188,2016/8/1 12:57,121.477,31.275,2016/8/1 13:23,121.476,31.305,2827.86,26,6
631,76906,7545,2016/8/1 12:58,121.513,31.194,2016/8/1 13:08,121.524,31.193,1904.86,10,5
632,35032,3964,2016/8/1 13:00,121.532,31.304,2016/8/1 13:07,121.526,31.309,959,7,4
633,9112,6122,2016/8/1 13:00,121.483,31.244,2016/8/1 13:05,121.49,31.248,863.66,5,3
634,91819,4042,2016/8/1 13:01,121.359,31.141,2016/8/1 13:08,121.35,31.136,1160.23,7,4
635,66425,7146,2016/8/1 13:02,121.536,31.27,2016/8/1 13:14,121.522,31.261,1994.54,12,7
636,126365,2662,2016/8/1 13:03,121.449,31.193,2016/8/1 13:17,121.442,31.187,1306.47,14,4
637,97285,8051,2016/8/1 13:03,121.475,31.215,2016/8/1 13:22,121.463,31.203,2685.73,19,3
638,60048,4519,2016/8/1 13:03,121.459,31.212,2016/8/1 13:10,121.454,31.214,838.55,7,0
639,43755,7335,2016/8/1 13:05,121.445,31.208,2016/8/1 13:16,121.429,31.21,2013.34,11,2
640,118401,2646,2016/8/1 13:05,121.473,31.196,2016/8/1 13:10,121.472,31.192,745.21,5,7
641,61687,6101,2016/8/1 13:05,121.543,31.311,2016/8/1 13:35,121.518,31.275,3834.26,30,0
642,29319,7599,2016/8/1 13:07,121.442,31.23,2016/8/1 13:13,121.436,31.224,1195.12,6,5
643,12881,7547,2016/8/1 13:07,121.471,31.208,2016/8/1 13:25,121.46,31.22,2326.22,18,1
644,97034,2580,2016/8/1 13:08,121.466,31.218,2016/8/1 13:16,121.47,31.21,910.16,8,6
645,69429,5359,2016/8/1 13:08,121.398,31.228,2016/8/1 13:16,121.396,31.229,280.63,8,3
646,117263,7512,2016/8/1 13:09,121.545,31.297,2016/8/1 13:55,121.544,31.293,4897.49,46,3
647,63739,4444,2016/8/1 13:10,121.53,31.268,2016/8/1 13:18,121.535,31.26,978.43,8,0
648,108085,7704,2016/8/1 13:11,121.4,31.13,2016/8/1 13:29,121.412,31.124,1921.56,18,0
649,108541,1172,2016/8/1 13:12,121.41,31.268,2016/8/1 13:57,121.402,31.234,5340.16,45,7
650,82186,1131,2016/8/1 13:13,121.482,31.268,2016/8/1 13:17,121.48,31.274,794.06,4,0
651,126395,2123,2016/8/1 13:13,121.53,31.259,2016/8/1 13:19,121.538,31.264,1137.74,6,2
652,20641,6452,2016/8/1 13:14,121.434,31.174,2016/8/1 13:26,121.446,31.182,2123.74,12,5
653,108229,3833,2016/8/1 13:14,121.436,31.168,2016/8/1 16:39,121.464,31.193,8095.74,205,0
654,102778,1502,2016/8/1 13:14,121.509,31.304,2016/8/1 13:23,121.507,31.308,1224.28,9,2
655,72894,4907,2016/8/1 13:14,121.327,31.292,2016/8/1 13:27,121.326,31.299,1817.43,13,5
656,124641,5437,2016/8/1 13:15,121.392,31.268,2016/8/1 13:38,121.395,31.26,913.81,23,0
657,3778,3127,2016/8/1 13:15,121.444,31.214,2016/8/1 13:23,121.434,31.211,1199.73,8,4
658,106245,4529,2016/8/1 13:15,121.404,31.154,2016/8/1 13:27,121.397,31.166,1726.24,12,2
659,114204,6402,2016/8/1 13:16,121.48,31.227,2016/8/1 13:29,121.486,31.213,1631.44,13,7
660,114695,7756,2016/8/1 13:17,121.468,31.206,2016/8/1 14:45,121.484,31.199,4362.84,88,3
661,67640,1518,2016/8/1 13:17,121.434,31.167,2016/8/1 13:27,121.437,31.16,1079.14,10,1
662,60368,7618,2016/8/1 13:20,121.42,31.198,2016/8/1 13:28,121.41,31.196,1567.96,8,7
663,25403,5197,2016/8/1 13:20,121.446,31.212,2016/8/1 13:35,121.429,31.209,2499.32,15,3
664,105940,8099,2016/8/1 13:21,121.487,31.237,2016/8/1 13:24,121.486,31.236,169.46,3,3
665,114590,1032,2016/8/1 13:23,121.377,31.271,2016/8/1 13:32,121.382,31.283,1252.14,9,4
666,19808,4194,2016/8/1 13:26,121.476,31.233,2016/8/1 13:46,121.454,31.232,2928.09,20,2
667,27252,2785,2016/8/1 13:26,121.474,31.218,2016/8/1 13:33,121.48,31.225,1139.67,7,2
668,61141,7861,2016/8/1 13:29,121.439,31.215,2016/8/1 13:35,121.448,31.216,1354.88,6,2
669,106310,6019,2016/8/1 13:29,121.535,31.288,2016/8/1 13:38,121.54,31.298,1897.7,9,5
670,43602,5526,2016/8/1 13:29,121.542,31.286,2016/8/1 13:32,121.541,31.285,169.55,3,2
671,25127,5842,2016/8/1 13:31,121.6,31.206,2016/8/1 13:34,121.599,31.213,475.65,3,0
672,126146,1210,2016/8/1 13:31,121.506,31.192,2016/8/1 13:37,121.51,31.188,677.99,6,2
673,18990,1046,2016/8/1 13:31,121.477,31.251,2016/8/1 13:47,121.454,31.271,3663.35,16,4
674,89103,5302,2016/8/1 13:33,121.534,31.277,2016/8/1 13:37,121.539,31.279,629.13,4,0
675,94915,7734,2016/8/1 13:34,121.474,31.304,2016/8/1 13:38,121.475,31.3,738.41,4,4
676,11536,4301,2016/8/1 13:34,121.415,31.219,2016/8/1 13:45,121.413,31.23,995.88,11,3
677,49150,6193,2016/8/1 13:34,121.393,31.149,2016/8/1 13:41,121.382,31.152,1630.39,7,5
678,125972,7718,2016/8/1 13:37,121.473,31.219,2016/8/1 14:01,121.504,31.21,4602.83,24,0
679,112722,5116,2016/8/1 13:37,121.522,31.312,2016/8/1 13:46,121.516,31.309,1065.13,9,6
680,124088,7973,2016/8/1 13:37,121.433,31.238,2016/8/1 13:45,121.44,31.242,1353.72,8,3
681,55212,5885,2016/8/1 13:38,121.479,31.204,2016/8/1 13:47,121.474,31.215,1195.96,9,3
682,110264,5194,2016/8/1 13:39,121.475,31.296,2016/8/1 13:53,121.484,31.276,2550.54,14,5
683,126507,1785,2016/8/1 13:39,121.486,31.273,2016/8/1 14:45,121.481,31.306,2825.18,66,3
684,71117,1648,2016/8/1 13:40,121.421,31.279,2016/8/1 13:49,121.428,31.269,1749.92,9,5
685,117078,7070,2016/8/1 13:42,121.543,31.275,2016/8/1 13:58,121.546,31.297,3321.79,16,4
686,71642,593,2016/8/1 13:43,121.402,31.264,2016/8/1 13:51,121.407,31.274,1040.19,8,5
687,40216,7838,2016/8/1 13:43,121.434,31.168,2016/8/1 13:49,121.431,31.162,638.45,6,3
688,59390,8000,2016/8/1 13:44,121.447,31.199,2016/8/1 14:00,121.43,31.192,2255.07,16,3
689,37366,6866,2016/8/1 13:44,121.418,31.265,2016/8/1 13:54,121.411,31.272,1364.23,10,1
690,108520,7564,2016/8/1 13:47,121.483,31.32,2016/8/1 14:11,121.49,31.322,1118.17,24,1
691,52677,4088,2016/8/1 13:48,121.413,31.186,2016/8/1 14:07,121.382,31.176,3943.26,19,2
692,107931,7053,2016/8/1 13:51,121.385,31.166,2016/8/1 14:00,121.386,31.176,1092.57,9,0
693,114894,6503,2016/8/1 13:51,121.517,31.274,2016/8/1 13:59,121.525,31.267,1140.12,8,6
694,125098,7430,2016/8/1 13:53,121.434,31.167,2016/8/1 14:01,121.431,31.166,730.76,8,5
695,103802,5786,2016/8/1 13:54,121.471,31.244,2016/8/1 14:10,121.455,31.245,2494.75,16,3
696,88622,4947,2016/8/1 13:54,121.466,31.256,2016/8/1 14:24,121.49,31.234,4070.1,30,0
697,121853,5432,2016/8/1 13:54,121.434,31.237,2016/8/1 14:07,121.435,31.238,169.38,13,7
698,9931,1526,2016/8/1 13:54,121.527,31.328,2016/8/1 13:58,121.529,31.333,513.69,4,3
699,26195,3282,2016/8/1 13:56,121.358,31.218,2016/8/1 14:06,121.351,31.23,1201.44,10,0
700,121019,7787,2016/8/1 13:56,121.581,31.241,2016/8/1 14:58,121.572,31.249,5506.46,62,7
701,79696,6581,2016/8/1 13:57,121.488,31.22,2016/8/1 14:23,121.483,31.222,2839.98,26,4
702,115605,3878,2016/8/1 14:01,121.459,31.332,2016/8/1 14:12,121.448,31.33,1369.18,11,3
703,116797,576,2016/8/1 14:02,121.518,31.251,2016/8/1 14:23,121.543,31.261,3181.22,21,5
704,15353,4667,2016/8/1 14:02,121.54,31.328,2016/8/1 14:13,121.541,31.324,344.24,11,4
705,19020,8081,2016/8/1 14:03,121.444,31.179,2016/8/1 14:25,121.431,31.189,4643.85,22,4
706,22508,6545,2016/8/1 14:04,121.442,31.187,2016/8/1 14:15,121.451,31.194,1320.72,11,5
707,107957,2069,2016/8/1 14:05,121.39,31.268,2016/8/1 14:19,121.367,31.281,3413.96,14,0
708,126620,6680,2016/8/1 14:06,121.482,31.219,2016/8/1 14:14,121.483,31.223,861.53,8,2
709,29665,924,2016/8/1 14:09,121.466,31.267,2016/8/1 14:18,121.459,31.272,1320.9,9,4
710,56477,1239,2016/8/1 14:09,121.367,31.237,2016/8/1 14:26,121.363,31.255,2852.54,17,2
711,101055,4430,2016/8/1 14:09,121.508,31.288,2016/8/1 14:25,121.49,31.28,3567.73,16,5
712,60965,6071,2016/8/1 14:10,121.403,31.163,2016/8/1 14:25,121.42,31.176,3164.26,15,4
713,39882,6752,2016/8/1 14:11,121.512,31.259,2016/8/1 14:15,121.508,31.257,634.1,4,5
714,73788,5866,2016/8/1 14:11,121.439,31.297,2016/8/1 14:19,121.449,31.293,1461.66,8,0
715,49628,8023,2016/8/1 14:15,121.396,31.165,2016/8/1 14:19,121.397,31.17,758.96,4,2
716,42444,6662,2016/8/1 14:15,121.484,31.25,2016/8/1 14:20,121.49,31.246,900.49,5,0
717,126659,2090,2016/8/1 14:17,121.508,31.303,2016/8/1 14:21,121.512,31.306,619.83,4,5
718,90833,2484,2016/8/1 14:17,121.385,31.212,2016/8/1 14:22,121.387,31.208,454.55,5,7
719,5177,8036,2016/8/1 14:17,121.446,31.187,2016/8/1 14:28,121.437,31.179,1977.23,11,5
720,126528,8004,2016/8/1 14:19,121.484,31.227,2016/8/1 14:31,121.473,31.225,1645.69,12,6
721,103470,3858,2016/8/1 14:19,121.483,31.32,2016/8/1 14:27,121.479,31.311,1413.78,8,0
722,12343,6156,2016/8/1 14:20,121.398,31.294,2016/8/1 14:36,121.416,31.283,2757.89,16,0
723,66582,1017,2016/8/1 14:20,121.513,31.302,2016/8/1 14:38,121.492,31.308,2798.91,18,3
724,76646,5513,2016/8/1 14:20,121.517,31.317,2016/8/1 14:30,121.504,31.32,1722.75,10,4
725,92461,661,2016/8/1 14:21,121.466,31.21,2016/8/1 14:40,121.475,31.199,1873.56,19,5
726,117793,6625,2016/8/1 14:21,121.432,31.199,2016/8/1 15:21,121.404,31.225,6004.95,60,4
727,48511,6680,2016/8/1 14:21,121.483,31.223,2016/8/1 14:25,121.481,31.226,562.96,4,0
728,54653,742,2016/8/1 14:21,121.458,31.152,2016/8/1 14:51,121.437,31.142,3319.38,30,6
729,104027,3969,2016/8/1 14:24,121.489,31.27,2016/8/1 14:37,121.477,31.267,1843.69,13,7
730,7528,579,2016/8/1 14:25,121.438,31.176,2016/8/1 14:32,121.434,31.171,612.95,7,0
731,37505,6242,2016/8/1 14:29,121.424,31.221,2016/8/1 14:40,121.428,31.231,1204.53,11,7
732,65848,6694,2016/8/1 14:30,121.549,31.289,2016/8/1 14:38,121.538,31.291,1299.73,8,1
733,42089,6414,2016/8/1 14:32,121.446,31.32,2016/8/1 14:42,121.431,31.323,2032.4,10,0
734,1873,6140,2016/8/1 14:32,121.424,31.211,2016/8/1 14:43,121.415,31.218,1819.04,11,4
735,113022,4931,2016/8/1 14:34,121.399,31.202,2016/8/1 14:55,121.402,31.214,1029.94,21,5
736,56145,2879,2016/8/1 14:35,121.423,31.237,2016/8/1 14:47,121.412,31.227,1760.95,12,7
737,75072,6120,2016/8/1 14:36,121.478,31.206,2016/8/1 14:59,121.469,31.226,2299.23,23,5
738,22076,4531,2016/8/1 14:38,121.448,31.307,2016/8/1 14:43,121.444,31.311,677.57,5,0
739,56214,5433,2016/8/1 14:42,121.454,31.119,2016/8/1 14:49,121.452,31.111,687.32,7,7
740,126744,3731,2016/8/1 14:45,121.431,31.309,2016/8/1 14:48,121.432,31.304,401.58,3,5
741,72471,4790,2016/8/1 14:45,121.484,31.257,2016/8/1 15:19,121.482,31.245,1142.92,34,5
742,94419,6911,2016/8/1 14:45,121.476,31.296,2016/8/1 14:55,121.465,31.285,1644.49,10,0
743,7355,6284,2016/8/1 14:46,121.43,31.203,2016/8/1 14:54,121.421,31.201,1378.56,8,0
744,12343,6156,2016/8/1 14:47,121.416,31.283,2016/8/1 15:03,121.401,31.292,2292.56,16,0
745,126765,7977,2016/8/1 14:50,121.482,31.218,2016/8/1 14:57,121.479,31.221,508.36,7,5
746,107034,6578,2016/8/1 14:54,121.556,31.245,2016/8/1 15:23,121.519,31.228,4933.04,29,7
747,116064,832,2016/8/1 14:54,121.5,31.256,2016/8/1 15:01,121.491,31.264,1809.31,7,3
749,28651,3626,2016/8/1 14:54,121.531,31.311,2016/8/1 15:02,121.534,31.305,934.5,8,7
750,49771,7510,2016/8/1 14:54,121.483,31.293,2016/8/1 15:04,121.475,31.3,1281.91,10,4
751,83146,3072,2016/8/1 14:58,121.411,31.209,2016/8/1 15:08,121.419,31.212,1287.25,10,2
752,24812,6154,2016/8/1 14:59,121.497,31.255,2016/8/1 15:10,121.49,31.262,1587.74,11,2
753,7310,6089,2016/8/1 14:59,121.49,31.245,2016/8/1 15:05,121.483,31.243,851.64,6,7
754,126400,459,2016/8/1 14:59,121.481,31.227,2016/8/1 15:02,121.478,31.225,450.22,3,7
755,84767,5073,2016/8/1 15:00,121.488,31.203,2016/8/1 15:05,121.484,31.208,1040.95,5,3
756,126795,2454,2016/8/1 15:00,121.437,31.191,2016/8/1 15:11,121.422,31.186,2032.3,11,4
757,93404,1124,2016/8/1 15:01,121.541,31.307,2016/8/1 15:07,121.545,31.313,794.71,6,5
758,65436,6302,2016/8/1 15:02,121.459,31.231,2016/8/1 15:11,121.447,31.227,1596.69,9,0
759,51895,6162,2016/8/1 15:02,121.391,31.255,2016/8/1 15:09,121.397,31.26,957.85,7,5
760,126699,5598,2016/8/1 15:02,121.501,31.279,2016/8/1 15:36,121.504,31.296,2704.87,34,5
761,34842,1186,2016/8/1 15:02,121.313,31.202,2016/8/1 15:10,121.316,31.194,796.8,8,5
762,5125,5457,2016/8/1 15:02,121.404,31.164,2016/8/1 15:19,121.402,31.157,1252.76,17,4
763,113622,1469,2016/8/1 15:03,121.474,31.245,2016/8/1 15:15,121.477,31.256,1848.55,12,0
764,94218,4185,2016/8/1 15:03,121.39,31.269,2016/8/1 15:11,121.393,31.275,1475.67,8,2
765,22545,7868,2016/8/1 15:04,121.523,31.214,2016/8/1 15:09,121.527,31.211,619.9,5,7
766,126628,4762,2016/8/1 15:04,121.313,31.271,2016/8/1 15:27,121.314,31.269,227.03,23,7
767,126817,3010,2016/8/1 15:05,121.531,31.302,2016/8/1 15:11,121.535,31.293,1104.04,6,3
768,94136,5981,2016/8/1 15:08,121.377,31.271,2016/8/1 15:13,121.376,31.279,753.86,5,3
769,86064,3454,2016/8/1 15:08,121.499,31.29,2016/8/1 15:17,121.504,31.296,978.05,9,5
770,113735,2731,2016/8/1 15:09,121.488,31.252,2016/8/1 15:24,121.505,31.262,2630.67,15,0
771,81607,5072,2016/8/1 15:09,121.404,31.239,2016/8/1 15:17,121.411,31.231,1155.72,8,3
772,115283,8114,2016/8/1 15:13,121.486,31.233,2016/8/1 15:25,121.488,31.223,804.06,12,3
773,12741,7028,2016/8/1 15:13,121.441,31.188,2016/8/1 15:24,121.442,31.186,227.46,11,0
774,19252,6584,2016/8/1 15:14,121.393,31.248,2016/8/1 15:23,121.407,31.25,1674.49,9,5
775,118139,5711,2016/8/1 15:15,121.361,31.135,2016/8/1 15:40,121.378,31.109,3224.01,25,5
776,126839,6332,2016/8/1 15:15,121.514,31.277,2016/8/1 15:23,121.513,31.275,227.69,8,3
777,101719,1954,2016/8/1 15:16,121.539,31.311,2016/8/1 15:21,121.53,31.309,1118.31,5,4
778,103005,400,2016/8/1 15:16,121.489,31.247,2016/8/1 15:29,121.48,31.258,1713.83,13,7
779,41255,7167,2016/8/1 15:17,121.465,31.257,2016/8/1 15:25,121.466,31.266,991.86,8,7
780,114991,976,2016/8/1 15:18,121.542,31.267,2016/8/1 15:26,121.541,31.259,978.53,8,5
781,123549,7532,2016/8/1 15:19,121.518,31.21,2016/8/1 15:30,121.508,31.206,1866.99,11,0
782,22546,3045,2016/8/1 15:21,121.491,31.23,2016/8/1 15:39,121.492,31.229,2571.97,18,5
783,107869,1678,2016/8/1 15:21,121.411,31.23,2016/8/1 15:37,121.403,31.209,3654.64,16,5
784,55911,5368,2016/8/1 15:21,121.49,31.312,2016/8/1 15:36,121.483,31.291,2313.82,15,7
785,75433,4573,2016/8/1 15:21,121.531,31.323,2016/8/1 15:33,121.526,31.331,1711.97,12,3
786,84031,5154,2016/8/1 15:24,121.484,31.236,2016/8/1 15:33,121.477,31.231,1069.9,9,5
787,23502,6452,2016/8/1 15:25,121.446,31.181,2016/8/1 15:32,121.441,31.185,745.04,7,3
788,72498,5340,2016/8/1 15:26,121.356,31.249,2016/8/1 15:31,121.361,31.252,1241.02,5,5
789,17112,1581,2016/8/1 15:26,121.514,31.222,2016/8/1 16:14,121.488,31.235,4100.46,48,4
790,126765,7977,2016/8/1 15:27,121.479,31.221,2016/8/1 16:04,121.459,31.205,3234.4,37,2
792,36436,7233,2016/8/1 15:27,121.479,31.395,2016/8/1 15:45,121.47,31.416,3248.09,18,5
793,94133,3212,2016/8/1 15:27,121.443,31.28,2016/8/1 15:54,121.496,31.29,7014.95,27,7
794,10706,6275,2016/8/1 15:28,121.486,31.236,2016/8/1 15:36,121.478,31.23,1020.02,8,7
795,31271,1123,2016/8/1 15:28,121.418,31.195,2016/8/1 15:43,121.407,31.206,2157.61,15,5
796,58474,5993,2016/8/1 15:28,121.402,31.171,2016/8/1 15:33,121.396,31.17,725.91,5,0
797,81203,7131,2016/8/1 15:28,121.489,31.249,2016/8/1 15:34,121.485,31.252,619.7,6,5
798,47412,7097,2016/8/1 15:30,121.374,31.171,2016/8/1 15:37,121.37,31.175,705.45,7,1
799,87410,5935,2016/8/1 15:30,121.398,31.299,2016/8/1 15:42,121.411,31.302,2066.49,12,7
800,33588,6470,2016/8/1 15:32,121.448,31.264,2016/8/1 15:43,121.456,31.275,2109.73,11,4
801,81836,5616,2016/8/1 15:32,121.51,31.306,2016/8/1 16:22,121.452,31.326,6589.8,50,3
802,126889,7239,2016/8/1 15:33,121.458,31.22,2016/8/1 17:04,121.485,31.234,12876.33,91,5
803,85200,8100,2016/8/1 15:35,121.448,31.222,2016/8/1 15:45,121.439,31.218,1494.92,10,0
804,103632,4038,2016/8/1 15:35,121.455,31.223,2016/8/1 15:39,121.45,31.221,628.93,4,4
805,10431,5115,2016/8/1 15:37,121.482,31.201,2016/8/1 15:42,121.488,31.203,900.48,5,7
806,96841,5055,2016/8/1 15:38,121.441,31.195,2016/8/1 17:27,121.426,31.182,2161.49,109,2
807,12077,7401,2016/8/1 15:40,121.447,31.215,2016/8/1 16:04,121.421,31.206,3589.85,24,1
808,126920,1229,2016/8/1 15:40,121.513,31.303,2016/8/1 15:52,121.494,31.312,2360.04,12,5
809,46590,712,2016/8/1 15:43,121.501,31.275,2016/8/1 15:51,121.506,31.28,803.56,8,0
810,5861,6406,2016/8/1 15:44,121.41,31.169,2016/8/1 15:51,121.415,31.176,1185.41,7,4
811,25481,6031,2016/8/1 15:44,121.482,31.289,2016/8/1 15:51,121.487,31.298,1079.84,7,0
812,32312,822,2016/8/1 15:45,121.471,31.199,2016/8/1 15:55,121.46,31.203,1645.56,10,4
813,21808,2124,2016/8/1 15:45,121.482,31.201,2016/8/1 15:59,121.49,31.204,1093.52,14,2
814,24744,6911,2016/8/1 15:48,121.481,31.27,2016/8/1 16:11,121.465,31.286,2827.3,23,0
815,85106,1143,2016/8/1 15:49,121.455,31.207,2016/8/1 15:54,121.461,31.208,1014.2,5,2
816,126960,6123,2016/8/1 15:49,121.425,31.15,2016/8/1 15:57,121.424,31.156,904.82,8,3
817,122630,7976,2016/8/1 15:51,121.456,31.215,2016/8/1 16:18,121.441,31.195,2966.26,27,5
818,20035,3013,2016/8/1 15:52,121.366,31.251,2016/8/1 16:20,121.365,31.239,1919.88,28,5
819,111258,6174,2016/8/1 15:52,121.403,31.301,2016/8/1 15:59,121.412,31.299,1117.88,7,5
820,67814,1316,2016/8/1 15:53,121.393,31.232,2016/8/1 16:00,121.39,31.24,1092.66,7,7
821,26609,4611,2016/8/1 15:53,121.466,31.266,2016/8/1 16:03,121.468,31.269,575.75,10,7
822,57816,7432,2016/8/1 15:54,121.405,31.219,2016/8/1 16:04,121.401,31.211,865.52,10,1
823,126975,3068,2016/8/1 15:54,121.391,31.275,2016/8/1 16:13,121.39,31.269,691.15,19,0
824,126958,2447,2016/8/1 15:54,121.446,31.23,2016/8/1 16:04,121.442,31.22,1110.34,10,4
825,14635,5617,2016/8/1 15:56,121.398,31.195,2016/8/1 16:28,121.407,31.206,3354.79,32,5
826,31099,4108,2016/8/1 15:57,121.514,31.303,2016/8/1 16:05,121.521,31.309,908.9,8,7
827,106297,4299,2016/8/1 15:58,121.348,31.282,2016/8/1 16:03,121.346,31.289,700.09,5,5
828,114718,6154,2016/8/1 15:58,121.493,31.261,2016/8/1 16:14,121.485,31.253,1873.4,16,2
829,126875,6540,2016/8/1 16:01,121.54,31.293,2016/8/1 16:11,121.534,31.299,1133.73,10,5
830,126910,2540,2016/8/1 16:01,121.468,31.258,2016/8/1 16:28,121.456,31.259,2636.58,27,2
831,12212,1005,2016/8/1 16:02,121.485,31.254,2016/8/1 16:16,121.469,31.253,2737.26,14,4
832,18460,7736,2016/8/1 16:03,121.497,31.29,2016/8/1 17:21,121.478,31.27,3911.92,78,7
833,126991,5386,2016/8/1 16:03,121.426,31.182,2016/8/1 16:20,121.423,31.187,846.79,17,0
834,7147,7706,2016/8/1 16:05,121.473,31.218,2016/8/1 16:16,121.482,31.212,1246.42,11,7
835,112470,4593,2016/8/1 16:06,121.442,31.185,2016/8/1 16:15,121.434,31.19,1359.66,9,6
836,1873,6140,2016/8/1 16:07,121.417,31.215,2016/8/1 16:21,121.423,31.205,985.33,14,7
837,115283,3855,2016/8/1 16:11,121.49,31.219,2016/8/1 16:15,121.494,31.216,736.03,4,3
838,124162,4570,2016/8/1 16:11,121.526,31.334,2016/8/1 16:29,121.507,31.329,7064.37,18,0
839,89946,207,2016/8/1 16:11,121.468,31.252,2016/8/1 16:27,121.475,31.235,1767.21,16,5
840,2551,7652,2016/8/1 16:13,121.409,31.283,2016/8/1 16:22,121.4,31.281,1349.91,9,5
841,54787,6027,2016/8/1 16:14,121.526,31.305,2016/8/1 16:30,121.525,31.308,1176.51,16,4
842,105274,5900,2016/8/1 16:15,121.406,31.172,2016/8/1 16:18,121.398,31.171,948.56,3,5
843,49080,2859,2016/8/1 16:15,121.418,31.236,2016/8/1 17:00,121.431,31.219,2235.79,45,2
844,34644,6957,2016/8/1 16:15,121.562,31.212,2016/8/1 16:33,121.552,31.224,2161.89,18,7
845,119253,6783,2016/8/1 16:18,121.5,31.28,2016/8/1 16:25,121.495,31.278,789.23,7,5
846,122316,2945,2016/8/1 16:18,121.483,31.236,2016/8/1 16:36,121.493,31.245,2172.75,18,3
847,34195,3304,2016/8/1 16:19,121.447,31.191,2016/8/1 16:23,121.452,31.195,745.09,4,1
848,49964,5390,2016/8/1 16:19,121.421,31.284,2016/8/1 16:33,121.427,31.291,1074.19,14,1
849,113383,2141,2016/8/1 16:19,121.507,31.288,2016/8/1 16:22,121.508,31.292,566.66,3,7
850,71796,8058,2016/8/1 16:20,121.427,31.255,2016/8/1 16:35,121.418,31.247,1629.62,15,5
851,33280,4016,2016/8/1 16:20,121.379,31.185,2016/8/1 16:25,121.381,31.181,454.51,5,2
852,92626,5869,2016/8/1 16:20,121.421,31.214,2016/8/1 16:32,121.43,31.224,1920.98,12,4
853,102949,820,2016/8/1 16:21,121.448,31.247,2016/8/1 16:28,121.453,31.238,1393.08,7,5
854,109180,6599,2016/8/1 16:22,121.473,31.236,2016/8/1 16:27,121.476,31.238,450.21,5,7
855,87122,6762,2016/8/1 16:23,121.424,31.151,2016/8/1 16:27,121.426,31.154,863.7,4,7
856,50498,1747,2016/8/1 16:23,121.433,31.354,2016/8/1 16:30,121.425,31.348,1417.67,7,7
857,90599,6815,2016/8/1 16:23,121.479,31.27,2016/8/1 16:56,121.426,31.257,7490.55,33,0
858,20990,7198,2016/8/1 16:25,121.437,31.199,2016/8/1 16:36,121.434,31.191,1309.18,11,1
859,125303,2287,2016/8/1 16:27,121.399,31.291,2016/8/1 16:44,121.421,31.284,3159.43,17,5
860,75479,6986,2016/8/1 16:27,121.449,31.187,2016/8/1 16:39,121.462,31.193,1911.84,12,0
861,123254,2073,2016/8/1 16:29,121.507,31.264,2016/8/1 16:35,121.501,31.261,798.53,6,0
862,25366,4770,2016/8/1 16:30,121.38,31.214,2016/8/1 16:47,121.408,31.217,4437.48,17,3
863,127136,5911,2016/8/1 16:31,121.446,31.229,2016/8/1 16:46,121.453,31.232,953.48,15,5
864,20684,3588,2016/8/1 16:31,121.455,31.19,2016/8/1 16:42,121.452,31.183,1436.94,11,7
865,60868,7322,2016/8/1 16:33,121.419,31.214,2016/8/1 16:36,121.418,31.216,227.38,3,5
866,25692,6517,2016/8/1 16:33,121.491,31.185,2016/8/1 17:04,121.515,31.21,4154.5,31,5
867,125925,4514,2016/8/1 16:33,121.506,31.321,2016/8/1 16:36,121.503,31.319,450.3,3,0
868,65516,7416,2016/8/1 16:33,121.423,31.188,2016/8/1 16:40,121.424,31.179,1213.97,7,4
869,127161,3880,2016/8/1 16:33,121.461,31.189,2016/8/1 16:39,121.458,31.186,508.25,6,0
870,37785,1866,2016/8/1 16:34,121.432,31.25,2016/8/1 16:51,121.421,31.239,2075.2,17,2
871,127164,7622,2016/8/1 16:34,121.423,31.249,2016/8/1 16:51,121.418,31.253,3526.62,17,5
872,126688,4112,2016/8/1 16:35,121.38,31.277,2016/8/1 16:43,121.377,31.271,681.72,8,5
873,74903,3673,2016/8/1 16:36,121.413,31.185,2016/8/1 16:41,121.416,31.18,494.26,5,7
874,4619,5368,2016/8/1 16:36,121.48,31.295,2016/8/1 16:42,121.482,31.29,585.7,6,4
875,82479,7530,2016/8/1 16:37,121.525,31.26,2016/8/1 16:55,121.519,31.275,1704.34,18,1
876,32800,7999,2016/8/1 16:37,121.477,31.199,2016/8/1 16:43,121.479,31.203,455.16,6,5
877,11349,3838,2016/8/1 16:41,121.423,31.264,2016/8/1 16:53,121.428,31.277,1537.31,12,5
878,34627,5770,2016/8/1 16:42,121.474,31.199,2016/8/1 16:51,121.486,31.201,1568.37,9,5
879,7018,4343,2016/8/1 16:42,121.418,31.173,2016/8/1 16:48,121.413,31.17,1025.54,6,2
880,87980,1942,2016/8/1 16:42,121.487,31.289,2016/8/1 16:50,121.477,31.291,1452.12,8,7
881,81623,7009,2016/8/1 16:43,121.463,31.181,2016/8/1 16:52,121.464,31.182,169.42,9,7
