UID,ST
3071,2016/8/1 17:43
6548,2016/8/1 17:43
5366,2016/8/1 17:43
7774,2016/8/1 17:44
6144,2016/8/1 17:44
4131,2016/8/1 17:44
1782,2016/8/1 17:44
2462,2016/8/1 17:45
5703,2016/8/1 17:45
5871,2016/8/1 17:45
6417,2016/8/1 17:45
6244,2016/8/1 17:46
6914,2016/8/1 17:46
6138,2016/8/1 17:46
7830,2016/8/1 17:47
7518,2016/8/1 17:48
1048,2016/8/1 17:48
937,2016/8/1 17:48
8556,2016/8/1 17:50
5565,2016/8/1 17:50
4971,2016/8/1 17:51
5652,2016/8/1 17:51
1385,2016/8/1 17:52
3858,2016/8/1 17:52
5741,2016/8/1 17:52
7274,2016/8/1 17:52
6036,2016/8/1 17:52
2457,2016/8/1 17:53
1534,2016/8/1 17:53
2023,2016/8/1 17:53
786,2016/8/1 17:53
1081,2016/8/1 17:54
6991,2016/8/1 17:54
6226,2016/8/1 17:56
634,2016/8/1 17:56
6349,2016/8/1 17:57
3070,2016/8/1 17:57
4841,2016/8/1 17:57
7527,2016/8/1 17:57
2806,2016/8/1 17:57
6846,2016/8/1 17:59
4970,2016/8/1 17:59
5643,2016/8/1 17:59
4426,2016/8/1 18:00
4314,2016/8/1 18:00
6243,2016/8/1 18:01
5848,2016/8/1 18:02
4548,2016/8/1 18:02
6030,2016/8/1 18:03
7947,2016/8/1 18:03
725,2016/8/1 18:03
5375,2016/8/1 18:03
4452,2016/8/1 18:03
3075,2016/8/1 18:03
5124,2016/8/1 18:04
5155,2016/8/1 18:04
2077,2016/8/1 18:04
1475,2016/8/1 18:04
6637,2016/8/1 18:05
6299,2016/8/1 18:05
7123,2016/8/1 18:05
6786,2016/8/1 18:06
6942,2016/8/1 18:06
5439,2016/8/1 18:06
3719,2016/8/1 18:06
4070,2016/8/1 18:06
5958,2016/8/1 18:06
1098,2016/8/1 18:07
5228,2016/8/1 18:07
5303,2016/8/1 18:07
4405,2016/8/1 18:07
6950,2016/8/1 18:08
634,2016/8/1 18:08
6855,2016/8/1 18:08
7046,2016/8/1 18:08
5987,2016/8/1 18:08
3834,2016/8/1 18:08
7185,2016/8/1 18:09
4893,2016/8/1 18:09
7551,2016/8/1 18:09
6976,2016/8/1 18:09
6674,2016/8/1 18:09
6773,2016/8/1 18:09
6594,2016/8/1 18:10
7005,2016/8/1 18:10
5489,2016/8/1 18:10
544,2016/8/1 18:10
7518,2016/8/1 18:11
7799,2016/8/1 18:11
3837,2016/8/1 18:11
2198,2016/8/1 18:11
7883,2016/8/1 18:11
4883,2016/8/1 18:12
4991,2016/8/1 18:12
821,2016/8/1 18:13
2678,2016/8/1 18:13
7192,2016/8/1 18:13
6282,2016/8/1 18:13
207,2016/8/1 18:13
4507,2016/8/1 18:14
6099,2016/8/1 18:14
5122,2016/8/1 18:14
6712,2016/8/1 18:15
5992,2016/8/1 18:15
3700,2016/8/1 18:15
1063,2016/8/1 18:16
2405,2016/8/1 18:16
7376,2016/8/1 18:16
1056,2016/8/1 18:17
1547,2016/8/1 18:17
6169,2016/8/1 18:17
3851,2016/8/1 18:17
3321,2016/8/1 18:18
3581,2016/8/1 18:18
2400,2016/8/1 18:18
5209,2016/8/1 18:18
5195,2016/8/1 18:18
1042,2016/8/1 18:18
571,2016/8/1 18:18
6658,2016/8/1 18:18
4806,2016/8/1 18:19
5989,2016/8/1 18:19
265,2016/8/1 18:19
7494,2016/8/1 18:19
8450,2016/8/1 18:20
1220,2016/8/1 18:20
2616,2016/8/1 18:20
856,2016/8/1 18:20
7523,2016/8/1 18:20
5506,2016/8/1 18:20
7121,2016/8/1 18:20
7426,2016/8/1 18:21
3129,2016/8/1 18:21
6368,2016/8/1 18:21
5747,2016/8/1 18:22
4155,2016/8/1 18:22
6772,2016/8/1 18:23
6240,2016/8/1 18:24
3284,2016/8/1 18:24
4804,2016/8/1 18:24
3060,2016/8/1 18:24
2073,2016/8/1 18:25
4883,2016/8/1 18:26
4512,2016/8/1 18:26
7791,2016/8/1 18:27
2222,2016/8/1 18:28
7916,2016/8/1 18:29
8088,2016/8/1 18:29
1330,2016/8/1 18:29
7731,2016/8/1 18:29
3551,2016/8/1 18:29
2043,2016/8/1 18:30
4562,2016/8/1 18:30
2916,2016/8/1 18:30
1853,2016/8/1 18:30
2500,2016/8/1 18:31
79,2016/8/1 18:31
4033,2016/8/1 18:31
6714,2016/8/1 18:31
1256,2016/8/1 18:31
7641,2016/8/1 18:32
4514,2016/8/1 18:32
7472,2016/8/1 18:32
3065,2016/8/1 18:32
4657,2016/8/1 18:32
603,2016/8/1 18:32
7350,2016/8/1 18:33
6113,2016/8/1 18:33
125,2016/8/1 18:33
4904,2016/8/1 18:35
3989,2016/8/1 18:35
5868,2016/8/1 18:36
4096,2016/8/1 18:37
1748,2016/8/1 18:37
6881,2016/8/1 18:37
5553,2016/8/1 18:38
6191,2016/8/1 18:38
7180,2016/8/1 18:39
1596,2016/8/1 18:39
5307,2016/8/1 18:39
1892,2016/8/1 18:40
6936,2016/8/1 18:40
5567,2016/8/1 18:40
1223,2016/8/1 18:41
975,2016/8/1 18:41
3310,2016/8/1 18:41
1982,2016/8/1 18:41
3750,2016/8/1 18:41
2508,2016/8/1 18:42
1232,2016/8/1 18:42
7106,2016/8/1 18:42
4281,2016/8/1 18:43
6544,2016/8/1 18:43
7638,2016/8/1 18:44
2778,2016/8/1 18:44
7085,2016/8/1 18:44
8554,2016/8/1 18:45
6056,2016/8/1 18:45
5233,2016/8/1 18:45
3145,2016/8/1 18:46
5817,2016/8/1 18:46
4203,2016/8/1 18:47
7914,2016/8/1 18:47
2994,2016/8/1 18:47
1523,2016/8/1 18:48
4761,2016/8/1 18:48
3100,2016/8/1 18:48
995,2016/8/1 18:48
6896,2016/8/1 18:49
6122,2016/8/1 18:49
1959,2016/8/1 18:49
2228,2016/8/1 18:50
5652,2016/8/1 18:50
7018,2016/8/1 18:50
8439,2016/8/1 18:50
1627,2016/8/1 18:51
123,2016/8/1 18:51
1080,2016/8/1 18:51
2347,2016/8/1 18:51
564,2016/8/1 18:52
7499,2016/8/1 18:52
3723,2016/8/1 18:52
7232,2016/8/1 18:52
3634,2016/8/1 18:53
4877,2016/8/1 18:53
7454,2016/8/1 18:54
2224,2016/8/1 18:55
901,2016/8/1 18:55
1209,2016/8/1 18:56
7130,2016/8/1 18:56
7081,2016/8/1 18:56
7399,2016/8/1 18:57
2990,2016/8/1 18:57
2043,2016/8/1 18:57
7294,2016/8/1 18:57
82,2016/8/1 18:59
4826,2016/8/1 19:00
5877,2016/8/1 19:01
5211,2016/8/1 19:01
6375,2016/8/1 19:01
7396,2016/8/1 19:01
5760,2016/8/1 19:02
5680,2016/8/1 19:02
4623,2016/8/1 19:03
324,2016/8/1 19:03
4189,2016/8/1 19:03
8600,2016/8/1 19:04
1380,2016/8/1 19:04
3763,2016/8/1 19:04
5712,2016/8/1 19:05
3,2016/8/1 19:05
3947,2016/8/1 19:06
4812,2016/8/1 19:06
2830,2016/8/1 19:06
6420,2016/8/1 19:07
4211,2016/8/1 19:07
4903,2016/8/1 19:07
7064,2016/8/1 19:08
5471,2016/8/1 19:08
208,2016/8/1 19:08
6229,2016/8/1 19:09
7736,2016/8/1 19:09
3942,2016/8/1 19:09
7696,2016/8/1 19:09
6398,2016/8/1 19:10
6731,2016/8/1 19:10
125,2016/8/1 19:11
8000,2016/8/1 19:11
6389,2016/8/1 19:11
3400,2016/8/1 19:12
3119,2016/8/1 19:12
981,2016/8/1 19:12
1327,2016/8/1 19:13
5344,2016/8/1 19:13
1577,2016/8/1 19:14
7326,2016/8/1 19:14
5173,2016/8/1 19:14
566,2016/8/1 19:15
6057,2016/8/1 19:16
5444,2016/8/1 19:16
2484,2016/8/1 19:16
6950,2016/8/1 19:17
2390,2016/8/1 19:17
67,2016/8/1 19:18
5441,2016/8/1 19:18
8097,2016/8/1 19:18
7981,2016/8/1 19:18
5327,2016/8/1 19:19
3929,2016/8/1 19:19
5827,2016/8/1 19:20
7209,2016/8/1 19:20
2664,2016/8/1 19:20
7673,2016/8/1 19:22
4065,2016/8/1 19:22
3811,2016/8/1 19:22
1208,2016/8/1 19:22
8101,2016/8/1 19:23
4689,2016/8/1 19:23
5390,2016/8/1 19:23
4765,2016/8/1 19:24
6734,2016/8/1 19:24
2035,2016/8/1 19:25
802,2016/8/1 19:25
7164,2016/8/1 19:25
3443,2016/8/1 19:25
1845,2016/8/1 19:25
5830,2016/8/1 19:26
1643,2016/8/1 19:26
5241,2016/8/1 19:26
7763,2016/8/1 19:27
580,2016/8/1 19:27
5311,2016/8/1 19:27
1496,2016/8/1 19:28
3510,2016/8/1 19:28
7067,2016/8/1 19:28
3117,2016/8/1 19:28
5748,2016/8/1 19:28
8045,2016/8/1 19:29
2236,2016/8/1 19:30
6164,2016/8/1 19:31
4587,2016/8/1 19:31
2856,2016/8/1 19:32
3843,2016/8/1 19:34
3662,2016/8/1 19:34
595,2016/8/1 19:34
1084,2016/8/1 19:34
6929,2016/8/1 19:34
1091,2016/8/1 19:34
7104,2016/8/1 19:35
935,2016/8/1 19:35
5670,2016/8/1 19:35
4218,2016/8/1 19:35
5835,2016/8/1 19:36
4070,2016/8/1 19:37
6484,2016/8/1 19:38
823,2016/8/1 19:39
7248,2016/8/1 19:40
7019,2016/8/1 19:40
4795,2016/8/1 19:41
6190,2016/8/1 19:41
4485,2016/8/1 19:41
2986,2016/8/1 19:41
4363,2016/8/1 19:41
3359,2016/8/1 19:41
5949,2016/8/1 19:41
4183,2016/8/1 19:42
6320,2016/8/1 19:42
822,2016/8/1 19:42
7468,2016/8/1 19:43
2970,2016/8/1 19:43
953,2016/8/1 19:43
5666,2016/8/1 19:44
2073,2016/8/1 19:44
5069,2016/8/1 19:45
4056,2016/8/1 19:45
5465,2016/8/1 19:46
4026,2016/8/1 19:46
3255,2016/8/1 19:46
4204,2016/8/1 19:48
5895,2016/8/1 19:48
7156,2016/8/1 19:49
780,2016/8/1 19:49
2442,2016/8/1 19:49
6562,2016/8/1 19:50
1273,2016/8/1 19:50
7166,2016/8/1 19:51
4927,2016/8/1 19:51
1305,2016/8/1 19:52
6661,2016/8/1 19:53
3630,2016/8/1 19:53
2731,2016/8/1 19:54
7159,2016/8/1 19:54
6561,2016/8/1 19:54
662,2016/8/1 19:55
6689,2016/8/1 19:55
3018,2016/8/1 19:56
5189,2016/8/1 19:56
6019,2016/8/1 19:57
1987,2016/8/1 19:57
5161,2016/8/1 19:57
5926,2016/8/1 19:57
6033,2016/8/1 19:57
5995,2016/8/1 19:57
7607,2016/8/1 19:58
2874,2016/8/1 19:58
7508,2016/8/1 19:58
2839,2016/8/1 19:58
7214,2016/8/1 19:59
7455,2016/8/1 19:59
5067,2016/8/1 19:59
1631,2016/8/1 19:59
5988,2016/8/1 20:00
5414,2016/8/1 20:00
2556,2016/8/1 20:00
8605,2016/8/1 20:01
7360,2016/8/1 20:01
7300,2016/8/1 20:01
2845,2016/8/1 20:01
5820,2016/8/1 20:01
5623,2016/8/1 20:02
2636,2016/8/1 20:02
6945,2016/8/1 20:03
1955,2016/8/1 20:04
5089,2016/8/1 20:05
2662,2016/8/1 20:05
2570,2016/8/1 20:05
3369,2016/8/1 20:07
3804,2016/8/1 20:07
5337,2016/8/1 20:08
5253,2016/8/1 20:08
544,2016/8/1 20:09
7838,2016/8/1 20:10
7268,2016/8/1 20:10
7008,2016/8/1 20:11
7638,2016/8/1 20:11
4770,2016/8/1 20:11
7130,2016/8/1 20:11
6715,2016/8/1 20:12
6858,2016/8/1 20:12
1581,2016/8/1 20:12
6182,2016/8/1 20:12
7693,2016/8/1 20:12
874,2016/8/1 20:13
7543,2016/8/1 20:14
8000,2016/8/1 20:15
1732,2016/8/1 20:15
3926,2016/8/1 20:15
7200,2016/8/1 20:15
3134,2016/8/1 20:15
4204,2016/8/1 20:15
5189,2016/8/1 20:17
7823,2016/8/1 20:17
4435,2016/8/1 20:18
7242,2016/8/1 20:18
5166,2016/8/1 20:18
3492,2016/8/1 20:18
4791,2016/8/1 20:18
6197,2016/8/1 20:18
1804,2016/8/1 20:19
3748,2016/8/1 20:19
4816,2016/8/1 20:19
2989,2016/8/1 20:19
4422,2016/8/1 20:19
3519,2016/8/1 20:20
5633,2016/8/1 20:20
1716,2016/8/1 20:20
2735,2016/8/1 20:21
1000,2016/8/1 20:21
7507,2016/8/1 20:21
7286,2016/8/1 20:21
6558,2016/8/1 20:21
5003,2016/8/1 20:22
6902,2016/8/1 20:23
6157,2016/8/1 20:23
3911,2016/8/1 20:23
209,2016/8/1 20:24
7040,2016/8/1 20:24
7290,2016/8/1 20:25
5991,2016/8/1 20:25
148,2016/8/1 20:25
6279,2016/8/1 20:27
6278,2016/8/1 20:28
1665,2016/8/1 20:29
1508,2016/8/1 20:29
6646,2016/8/1 20:30
3946,2016/8/1 20:31
7345,2016/8/1 20:32
7967,2016/8/1 20:32
3168,2016/8/1 20:32
7237,2016/8/1 20:33
6183,2016/8/1 20:33
506,2016/8/1 20:33
6275,2016/8/1 20:34
3044,2016/8/1 20:35
4318,2016/8/1 20:35
7366,2016/8/1 20:36
2953,2016/8/1 20:36
649,2016/8/1 20:37
7589,2016/8/1 20:37
4435,2016/8/1 20:37
3440,2016/8/1 20:37
1772,2016/8/1 20:37
6666,2016/8/1 20:37
5492,2016/8/1 20:37
1883,2016/8/1 20:37
6230,2016/8/1 20:38
5384,2016/8/1 20:38
5584,2016/8/1 20:38
2138,2016/8/1 20:39
6771,2016/8/1 20:40
7511,2016/8/1 20:41
6015,2016/8/1 20:41
3293,2016/8/1 20:41
4515,2016/8/1 20:42
4435,2016/8/1 20:42
3521,2016/8/1 20:43
7877,2016/8/1 20:43
4543,2016/8/1 20:44
1985,2016/8/1 20:44
925,2016/8/1 20:44
4478,2016/8/1 20:44
3103,2016/8/1 20:45
79,2016/8/1 20:45
7757,2016/8/1 20:45
2404,2016/8/1 20:46
2879,2016/8/1 20:46
2619,2016/8/1 20:47
8040,2016/8/1 20:47
1643,2016/8/1 20:47
3935,2016/8/1 20:48
6158,2016/8/1 20:48
4656,2016/8/1 20:48
1728,2016/8/1 20:48
6337,2016/8/1 20:48
2506,2016/8/1 20:48
6691,2016/8/1 20:49
4844,2016/8/1 20:49
2222,2016/8/1 20:50
780,2016/8/1 20:50
4176,2016/8/1 20:50
6220,2016/8/1 20:51
4341,2016/8/1 20:51
4730,2016/8/1 20:51
3147,2016/8/1 20:51
4457,2016/8/1 20:53
8560,2016/8/1 20:54
1094,2016/8/1 20:55
6563,2016/8/1 20:55
6679,2016/8/1 20:55
7112,2016/8/1 20:56
7036,2016/8/1 20:56
1961,2016/8/1 20:56
4012,2016/8/1 20:56
6935,2016/8/1 20:56
4828,2016/8/1 20:57
2780,2016/8/1 20:57
3181,2016/8/1 20:57
2919,2016/8/1 20:57
3497,2016/8/1 20:59
6667,2016/8/1 20:59
5194,2016/8/1 20:59
3332,2016/8/1 20:59
2690,2016/8/1 21:00
3039,2016/8/1 21:00
6623,2016/8/1 21:01
3271,2016/8/1 21:01
7770,2016/8/1 21:01
7310,2016/8/1 21:01
7399,2016/8/1 21:02
4015,2016/8/1 21:03
60,2016/8/1 21:03
1145,2016/8/1 21:03
6262,2016/8/1 21:03
2753,2016/8/1 21:04
6343,2016/8/1 21:04
700,2016/8/1 21:04
7360,2016/8/1 21:05
2061,2016/8/1 21:05
6913,2016/8/1 21:06
6674,2016/8/1 21:06
1483,2016/8/1 21:06
6602,2016/8/1 21:07
2291,2016/8/1 21:08
5510,2016/8/1 21:10
4641,2016/8/1 21:10
5717,2016/8/1 21:11
4578,2016/8/1 21:11
3903,2016/8/1 21:11
4927,2016/8/1 21:11
5668,2016/8/1 21:12
796,2016/8/1 21:12
7864,2016/8/1 21:12
3389,2016/8/1 21:12
1508,2016/8/1 21:13
5643,2016/8/1 21:15
743,2016/8/1 21:15
2860,2016/8/1 21:16
7848,2016/8/1 21:16
5413,2016/8/1 21:16
916,2016/8/1 21:17
5165,2016/8/1 21:17
5429,2016/8/1 21:17
7850,2016/8/1 21:18
7976,2016/8/1 21:19
2935,2016/8/1 21:20
6559,2016/8/1 21:20
7021,2016/8/1 21:21
7619,2016/8/1 21:21
7373,2016/8/1 21:22
5558,2016/8/1 21:22
6805,2016/8/1 21:23
3423,2016/8/1 21:23
2773,2016/8/1 21:23
5960,2016/8/1 21:24
3678,2016/8/1 21:25
6612,2016/8/1 21:25
5851,2016/8/1 21:26
2961,2016/8/1 21:26
6635,2016/8/1 21:27
6653,2016/8/1 21:27
2984,2016/8/1 21:27
2355,2016/8/1 21:29
8068,2016/8/1 21:31
4657,2016/8/1 21:31
2183,2016/8/1 21:33
7621,2016/8/1 21:33
535,2016/8/1 21:34
5598,2016/8/1 21:35
2792,2016/8/1 21:38
902,2016/8/1 21:39
1164,2016/8/1 21:39
3798,2016/8/1 21:40
5825,2016/8/1 21:40
6973,2016/8/1 21:41
3173,2016/8/1 21:41
7801,2016/8/1 21:42
2741,2016/8/1 21:43
4026,2016/8/1 21:43
2286,2016/8/1 21:44
6167,2016/8/1 21:44
6050,2016/8/1 21:45
2569,2016/8/1 21:45
1063,2016/8/1 21:45
7776,2016/8/1 21:46
3751,2016/8/1 21:46
1534,2016/8/1 21:47
3070,2016/8/1 21:50
1074,2016/8/1 21:50
3833,2016/8/1 21:50
6924,2016/8/1 21:51
2921,2016/8/1 21:52
5118,2016/8/1 21:52
1567,2016/8/1 21:53
2577,2016/8/1 21:54
4072,2016/8/1 21:54
1171,2016/8/1 21:54
557,2016/8/1 21:54
1323,2016/8/1 21:54
892,2016/8/1 21:55
2915,2016/8/1 21:56
5466,2016/8/1 21:56
2759,2016/8/1 21:57
3976,2016/8/1 21:58
7175,2016/8/1 21:58
5748,2016/8/1 21:59
6841,2016/8/1 21:59
3626,2016/8/1 21:59
8599,2016/8/1 21:59
6059,2016/8/1 22:01
3047,2016/8/1 22:02
7877,2016/8/1 22:03
2879,2016/8/1 22:03
5938,2016/8/1 22:03
1273,2016/8/1 22:03
1631,2016/8/1 22:03
7285,2016/8/1 22:03
5700,2016/8/1 22:03
2311,2016/8/1 22:04
7972,2016/8/1 22:04
4797,2016/8/1 22:07
5328,2016/8/1 22:08
3822,2016/8/1 22:08
2188,2016/8/1 22:09
4923,2016/8/1 22:09
979,2016/8/1 22:09
6912,2016/8/1 22:09
4824,2016/8/1 22:10
7548,2016/8/1 22:10
5305,2016/8/1 22:12
1048,2016/8/1 22:13
7563,2016/8/1 22:13
6277,2016/8/1 22:13
7455,2016/8/1 22:15
5830,2016/8/1 22:17
1661,2016/8/1 22:19
595,2016/8/1 22:21
4619,2016/8/1 22:21
6514,2016/8/1 22:22
6262,2016/8/1 22:22
1183,2016/8/1 22:23
3734,2016/8/1 22:24
5925,2016/8/1 22:25
4751,2016/8/1 22:27
6319,2016/8/1 22:28
630,2016/8/1 22:29
7466,2016/8/1 22:29
6581,2016/8/1 22:29
8524,2016/8/1 22:30
3492,2016/8/1 22:31
4230,2016/8/1 22:32
6502,2016/8/1 22:32
4958,2016/8/1 22:33
7544,2016/8/1 22:33
5298,2016/8/1 22:34
7676,2016/8/1 22:35
4860,2016/8/1 22:38
5697,2016/8/1 22:38
5814,2016/8/1 22:39
6461,2016/8/1 22:40
2501,2016/8/1 22:41
2999,2016/8/1 22:41
6843,2016/8/1 22:41
8001,2016/8/1 22:42
7812,2016/8/1 22:44
5417,2016/8/1 22:45
7172,2016/8/1 22:48
1901,2016/8/1 22:49
1199,2016/8/1 22:50
771,2016/8/1 22:50
8197,2016/8/1 22:52
5375,2016/8/1 22:52
7860,2016/8/1 22:53
4617,2016/8/1 22:53
1987,2016/8/1 22:58
3350,2016/8/1 23:02
3236,2016/8/1 23:02
4972,2016/8/1 23:02
6740,2016/8/1 23:04
8011,2016/8/1 23:05
4225,2016/8/1 23:06
5945,2016/8/1 23:06
1835,2016/8/1 23:08
8000,2016/8/1 23:12
6498,2016/8/1 23:13
1697,2016/8/1 23:15
6196,2016/8/1 23:15
5549,2016/8/1 23:20
2943,2016/8/1 23:23
6555,2016/8/1 23:23
651,2016/8/1 23:23
7077,2016/8/1 23:24
7018,2016/8/1 23:26
1305,2016/8/1 23:28
6000,2016/8/1 23:36
6121,2016/8/1 23:42
2411,2016/8/1 23:43
4510,2016/8/1 23:50
1711,2016/8/1 23:56
6314,2016/8/1 23:57
2462,2016/8/1 23:58
6297,2016/8/2 0:23
6665,2016/8/2 0:24
5510,2016/8/2 0:25
3862,2016/8/2 0:34
855,2016/8/2 0:35
1005,2016/8/2 0:36
2986,2016/8/2 0:48
3742,2016/8/2 0:48
6937,2016/8/2 0:49
6586,2016/8/2 1:06
7634,2016/8/2 1:11
3843,2016/8/2 1:12
2730,2016/8/2 1:15
7519,2016/8/2 1:20
730,2016/8/2 1:33
7085,2016/8/2 1:41
7538,2016/8/2 1:42
8552,2016/8/2 1:45
4594,2016/8/2 1:50
7276,2016/8/2 1:59
6435,2016/8/2 2:42
4756,2016/8/2 4:45
4501,2016/8/2 6:05
4506,2016/8/2 6:13
5350,2016/8/2 6:18
7476,2016/8/2 6:29
1237,2016/8/2 6:38
197,2016/8/2 6:38
3394,2016/8/2 6:39
3125,2016/8/2 6:40
4914,2016/8/2 6:43
4553,2016/8/2 6:45
4609,2016/8/2 7:01
3782,2016/8/2 7:09
402,2016/8/2 7:09
7436,2016/8/2 7:14
7969,2016/8/2 7:16
3205,2016/8/2 7:18
7067,2016/8/2 7:21
7400,2016/8/2 7:23
7819,2016/8/2 7:25
7400,2016/8/2 7:27
7409,2016/8/2 7:27
4628,2016/8/2 7:30
5865,2016/8/2 7:31
3099,2016/8/2 7:32
6603,2016/8/2 7:33
7239,2016/8/2 7:33
3236,2016/8/2 7:37
3888,2016/8/2 7:38
4350,2016/8/2 7:38
3074,2016/8/2 7:39
1925,2016/8/2 7:40
5001,2016/8/2 7:44
7423,2016/8/2 7:45
4697,2016/8/2 7:46
5281,2016/8/2 7:46
6086,2016/8/2 7:48
6948,2016/8/2 7:49
1725,2016/8/2 7:51
7165,2016/8/2 7:52
3203,2016/8/2 7:52
3480,2016/8/2 7:55
5737,2016/8/2 7:55
7764,2016/8/2 7:56
1475,2016/8/2 8:04
6160,2016/8/2 8:06
5255,2016/8/2 8:06
2824,2016/8/2 8:08
2578,2016/8/2 8:08
2387,2016/8/2 8:08
673,2016/8/2 8:08
1143,2016/8/2 8:10
7137,2016/8/2 8:13
3115,2016/8/2 8:14
8008,2016/8/2 8:15
7870,2016/8/2 8:15
6500,2016/8/2 8:16
5242,2016/8/2 8:16
4026,2016/8/2 8:16
7132,2016/8/2 8:16
5314,2016/8/2 8:16
5632,2016/8/2 8:16
1030,2016/8/2 8:17
637,2016/8/2 8:17
1712,2016/8/2 8:17
3044,2016/8/2 8:17
734,2016/8/2 8:17
8197,2016/8/2 8:17
6622,2016/8/2 8:17
6648,2016/8/2 8:18
4272,2016/8/2 8:18
149,2016/8/2 8:18
2335,2016/8/2 8:18
836,2016/8/2 8:18
8065,2016/8/2 8:18
2165,2016/8/2 8:18
2288,2016/8/2 8:18
4318,2016/8/2 8:18
736,2016/8/2 8:18
1242,2016/8/2 8:19
2565,2016/8/2 8:19
5542,2016/8/2 8:19
4007,2016/8/2 8:19
4149,2016/8/2 8:19
4198,2016/8/2 8:19
6197,2016/8/2 8:20
4077,2016/8/2 8:20
8057,2016/8/2 8:21
2892,2016/8/2 8:21
5810,2016/8/2 8:21
7791,2016/8/2 8:21
3205,2016/8/2 8:21
1857,2016/8/2 8:21
3650,2016/8/2 8:21
4897,2016/8/2 8:22
7919,2016/8/2 8:22
6942,2016/8/2 8:22
6831,2016/8/2 8:23
3835,2016/8/2 8:23
1901,2016/8/2 8:23
7699,2016/8/2 8:23
4239,2016/8/2 8:24
3239,2016/8/2 8:25
4061,2016/8/2 8:25
8602,2016/8/2 8:25
2725,2016/8/2 8:26
7546,2016/8/2 8:26
4942,2016/8/2 8:26
4626,2016/8/2 8:27
5531,2016/8/2 8:27
7293,2016/8/2 8:29
7858,2016/8/2 8:29
5903,2016/8/2 8:29
2821,2016/8/2 8:30
3409,2016/8/2 8:30
4028,2016/8/2 8:30
1513,2016/8/2 8:31
6480,2016/8/2 8:31
3089,2016/8/2 8:32
2724,2016/8/2 8:33
5657,2016/8/2 8:34
1952,2016/8/2 8:35
3727,2016/8/2 8:35
7341,2016/8/2 8:36
7380,2016/8/2 8:36
5626,2016/8/2 8:36
3448,2016/8/2 8:36
6874,2016/8/2 8:36
2843,2016/8/2 8:36
6135,2016/8/2 8:36
8251,2016/8/2 8:37
211,2016/8/2 8:37
2435,2016/8/2 8:37
7804,2016/8/2 8:37
72,2016/8/2 8:38
5914,2016/8/2 8:38
1327,2016/8/2 8:40
1556,2016/8/2 8:40
3284,2016/8/2 8:40
5567,2016/8/2 8:40
6525,2016/8/2 8:41
6133,2016/8/2 8:41
6115,2016/8/2 8:41
6040,2016/8/2 8:41
7376,2016/8/2 8:42
2098,2016/8/2 8:42
5062,2016/8/2 8:42
965,2016/8/2 8:43
5663,2016/8/2 8:43
3566,2016/8/2 8:43
4833,2016/8/2 8:43
7493,2016/8/2 8:45
5199,2016/8/2 8:45
3693,2016/8/2 8:45
966,2016/8/2 8:45
2627,2016/8/2 8:47
6389,2016/8/2 8:47
2372,2016/8/2 8:48
2189,2016/8/2 8:48
2031,2016/8/2 8:48
6963,2016/8/2 8:49
7997,2016/8/2 8:49
5718,2016/8/2 8:49
661,2016/8/2 8:49
7229,2016/8/2 8:50
6912,2016/8/2 8:51
6326,2016/8/2 8:51
6612,2016/8/2 8:51
3242,2016/8/2 8:53
307,2016/8/2 8:53
7056,2016/8/2 8:53
5537,2016/8/2 8:54
873,2016/8/2 8:54
3707,2016/8/2 8:54
8225,2016/8/2 8:55
5492,2016/8/2 8:55
1263,2016/8/2 8:55
5239,2016/8/2 8:56
5197,2016/8/2 8:56
4969,2016/8/2 8:56
1188,2016/8/2 8:56
3673,2016/8/2 8:57
990,2016/8/2 8:58
2594,2016/8/2 8:58
6597,2016/8/2 8:58
5370,2016/8/2 8:58
5547,2016/8/2 8:58
7295,2016/8/2 8:59
2346,2016/8/2 8:59
6458,2016/8/2 8:59
3864,2016/8/2 8:59
5296,2016/8/2 9:00
2331,2016/8/2 9:01
95,2016/8/2 9:01
1346,2016/8/2 9:02
1949,2016/8/2 9:02
7562,2016/8/2 9:02
575,2016/8/2 9:02
7408,2016/8/2 9:02
2752,2016/8/2 9:03
6384,2016/8/2 9:04
4568,2016/8/2 9:04
5698,2016/8/2 9:04
975,2016/8/2 9:04
6278,2016/8/2 9:04
3493,2016/8/2 9:04
1345,2016/8/2 9:05
6693,2016/8/2 9:05
6299,2016/8/2 9:06
6938,2016/8/2 9:07
2454,2016/8/2 9:08
7045,2016/8/2 9:08
4569,2016/8/2 9:08
4570,2016/8/2 9:08
656,2016/8/2 9:08
2662,2016/8/2 9:09
5079,2016/8/2 9:10
4523,2016/8/2 9:10
5044,2016/8/2 9:11
2919,2016/8/2 9:12
8229,2016/8/2 9:12
4079,2016/8/2 9:13
459,2016/8/2 9:13
144,2016/8/2 9:13
4804,2016/8/2 9:13
2923,2016/8/2 9:13
977,2016/8/2 9:13
302,2016/8/2 9:14
6174,2016/8/2 9:15
1897,2016/8/2 9:17
1126,2016/8/2 9:19
8054,2016/8/2 9:20
662,2016/8/2 9:20
5274,2016/8/2 9:20
5418,2016/8/2 9:20
4978,2016/8/2 9:21
7602,2016/8/2 9:22
7427,2016/8/2 9:23
6287,2016/8/2 9:23
6633,2016/8/2 9:23
3395,2016/8/2 9:23
4822,2016/8/2 9:24
4607,2016/8/2 9:24
7820,2016/8/2 9:26
