UID,ST,BID
4589,2020/8/26 23:42,136477
16043,2020/8/26 23:52,183276
15447,2020/8/26 23:57,243787
8913,2020/8/27 0:04,193524
16569,2020/8/27 0:23,308929
16077,2020/8/27 0:25,57485
9108,2020/8/27 0:34,258964
6115,2020/8/27 0:45,334263
5857,2020/8/27 0:46,307214
663,2020/8/27 0:53,125352
6676,2020/8/27 1:01,50337
9847,2020/8/27 1:11,271425
9700,2020/8/27 1:17,337559
15309,2020/8/27 1:23,92900
9568,2020/8/27 1:39,311579
6785,2020/8/27 1:52,140024
16926,2020/8/27 2:09,88756
3021,2020/8/27 2:15,27996
11613,2020/8/27 2:33,325149
6445,2020/8/27 2:52,253606
4308,2020/8/27 3:09,30676
14355,2020/8/27 3:48,22306
15470,2020/8/27 4:32,338093
5777,2020/8/27 5:26,99216
16966,2020/8/27 5:43,284266
17320,2020/8/27 5:48,15986
15865,2020/8/27 6:07,223601
5035,2020/8/27 6:16,187736
9227,2020/8/27 6:24,277235
14174,2020/8/27 6:29,307766
11365,2020/8/27 6:36,177228
14771,2020/8/27 6:44,177724
16348,2020/8/27 6:49,334417
14651,2020/8/27 6:54,86812
10545,2020/8/27 6:57,88088
17582,2020/8/27 7:01,69683
1866,2020/8/27 7:05,130291
5854,2020/8/27 7:10,257571
10529,2020/8/27 7:14,268178
6056,2020/8/27 7:17,86269
15682,2020/8/27 7:20,121255
168,2020/8/27 7:24,205083
17052,2020/8/27 7:27,175031
3571,2020/8/27 7:30,25096
14192,2020/8/27 7:32,304412
172,2020/8/27 7:34,335231
16828,2020/8/27 7:38,265011
16793,2020/8/27 7:39,110564
12905,2020/8/27 7:41,40555
12145,2020/8/27 7:44,216144
14063,2020/8/27 7:46,223634
11878,2020/8/27 7:49,152574
16061,2020/8/27 7:51,123627
5788,2020/8/27 7:55,196677
6522,2020/8/27 7:57,103128
4302,2020/8/27 7:59,341160
12858,2020/8/27 8:01,328739
16379,2020/8/27 8:04,341479
9126,2020/8/27 8:06,191058
5414,2020/8/27 8:08,164707
17305,2020/8/27 8:10,341295
5154,2020/8/27 8:12,57097
4583,2020/8/27 8:13,98011
14191,2020/8/27 8:16,288028
12779,2020/8/27 8:17,233173
7008,2020/8/27 8:19,146869
10372,2020/8/27 8:21,165439
16862,2020/8/27 8:22,123659
9000,2020/8/27 8:23,98224
14447,2020/8/27 8:25,263954
9907,2020/8/27 8:26,213908
12496,2020/8/27 8:27,326308
13007,2020/8/27 8:29,56680
17048,2020/8/27 8:29,332638
10306,2020/8/27 8:31,134278
15701,2020/8/27 8:32,223677
59,2020/8/27 8:33,43542
13525,2020/8/27 8:36,312211
6635,2020/8/27 8:38,210020
11426,2020/8/27 8:40,110895
11513,2020/8/27 8:42,330694
16223,2020/8/27 8:43,334139
7332,2020/8/27 8:44,75493
9371,2020/8/27 8:45,190962
7405,2020/8/27 8:47,226022
14148,2020/8/27 8:49,238210
6077,2020/8/27 8:50,263377
10986,2020/8/27 8:52,199791
789,2020/8/27 8:55,19105
16898,2020/8/27 8:57,337651
17010,2020/8/27 8:59,341695
13404,2020/8/27 9:01,185429
635,2020/8/27 9:03,100448
828,2020/8/27 9:04,85374
10695,2020/8/27 9:06,222877
1900,2020/8/27 9:08,342022
9994,2020/8/27 9:10,69176
16487,2020/8/27 9:13,57075
3298,2020/8/27 9:14,231785
12486,2020/8/27 9:16,17014
3770,2020/8/27 9:18,292268
9163,2020/8/27 9:20,172433
2318,2020/8/27 9:21,339515
15342,2020/8/27 9:22,338872
12880,2020/8/27 9:26,313933
16926,2020/8/27 9:28,251604
10989,2020/8/27 9:30,280868
12374,2020/8/27 9:32,61357
16600,2020/8/27 9:34,342277
16827,2020/8/27 9:37,92678
12250,2020/8/27 9:39,53908
11314,2020/8/27 9:40,80956
5969,2020/8/27 9:43,51118
15280,2020/8/27 9:44,256980
15066,2020/8/27 9:45,342375
14212,2020/8/27 9:47,218221
16401,2020/8/27 9:49,149657
14448,2020/8/27 9:51,71642
17115,2020/8/27 9:52,35793
12746,2020/8/27 9:54,179530
1944,2020/8/27 9:56,341591
16773,2020/8/27 9:58,85150
16753,2020/8/27 10:00,30078
4347,2020/8/27 10:02,342473
14305,2020/8/27 10:04,195346
16408,2020/8/27 10:06,323626
6621,2020/8/27 10:07,108167
1563,2020/8/27 10:09,247157
197,2020/8/27 10:11,286485
6980,2020/8/27 10:12,342178
14762,2020/8/27 10:13,98287
4339,2020/8/27 10:14,324057
16106,2020/8/27 10:16,163923
4582,2020/8/27 10:17,279839
10468,2020/8/27 10:19,82044
623,2020/8/27 10:21,121399
9700,2020/8/27 10:24,124012
16017,2020/8/27 10:28,57948
11742,2020/8/27 10:30,108931
7535,2020/8/27 10:32,171487
17545,2020/8/27 10:34,80480
9676,2020/8/27 10:35,342074
17629,2020/8/27 10:37,67361
10511,2020/8/27 10:40,47051
6617,2020/8/27 10:42,274590
12069,2020/8/27 10:44,227704
15185,2020/8/27 10:46,113247
6337,2020/8/27 10:47,320747
14779,2020/8/27 10:48,272885
11259,2020/8/27 10:50,318706
2199,2020/8/27 10:55,223813
10847,2020/8/27 10:57,197662
16394,2020/8/27 10:59,69540
7648,2020/8/27 11:02,343262
8,2020/8/27 11:04,261845
298,2020/8/27 11:05,144760
11487,2020/8/27 11:08,174818
2754,2020/8/27 11:09,160870
17211,2020/8/27 11:13,281511
14763,2020/8/27 11:15,33171
2746,2020/8/27 11:17,79544
16972,2020/8/27 11:19,332974
1072,2020/8/27 11:21,198288
12531,2020/8/27 11:24,36814
9792,2020/8/27 11:26,94198
4934,2020/8/27 11:28,270443
8299,2020/8/27 11:32,207619
12140,2020/8/27 11:33,82861
11306,2020/8/27 11:35,341727
13571,2020/8/27 11:37,267858
16742,2020/8/27 11:38,82094
1573,2020/8/27 11:40,114740
6115,2020/8/27 11:42,242726
5414,2020/8/27 11:44,56721
16596,2020/8/27 11:45,331466
8490,2020/8/27 11:47,35145
3716,2020/8/27 11:48,326142
2272,2020/8/27 11:50,97862
14503,2020/8/27 11:52,92282
6432,2020/8/27 11:54,339571
10744,2020/8/27 11:55,333328
3857,2020/8/27 11:56,304143
13325,2020/8/27 11:59,343895
15728,2020/8/27 12:01,343672
11246,2020/8/27 12:04,89415
9464,2020/8/27 12:05,260302
14596,2020/8/27 12:07,240726
11058,2020/8/27 12:09,333113
3767,2020/8/27 12:11,338248
9738,2020/8/27 12:11,228388
2338,2020/8/27 12:13,52791
522,2020/8/27 12:14,325377
8568,2020/8/27 12:15,29837
2149,2020/8/27 12:17,267540
2082,2020/8/27 12:19,261421
17403,2020/8/27 12:20,94338
11373,2020/8/27 12:22,61852
3291,2020/8/27 12:24,117758
10640,2020/8/27 12:25,344196
8284,2020/8/27 12:26,165932
5826,2020/8/27 12:28,284916
15843,2020/8/27 12:30,276402
6678,2020/8/27 12:33,303690
12564,2020/8/27 12:36,25029
8473,2020/8/27 12:39,344373
15253,2020/8/27 12:41,8561
7425,2020/8/27 12:42,291332
14163,2020/8/27 12:43,285593
3487,2020/8/27 12:45,333873
3006,2020/8/27 12:47,32841
9896,2020/8/27 12:48,237540
15461,2020/8/27 12:50,344442
817,2020/8/27 12:51,72058
15300,2020/8/27 12:53,10102
2799,2020/8/27 12:54,309700
15611,2020/8/27 12:56,209358
11730,2020/8/27 12:58,329897
7697,2020/8/27 13:00,344623
7494,2020/8/27 13:01,344651
5620,2020/8/27 13:02,56568
3692,2020/8/27 13:04,79908
13527,2020/8/27 13:05,166735
14856,2020/8/27 13:06,214858
14630,2020/8/27 13:08,219629
13157,2020/8/27 13:10,198275
15882,2020/8/27 13:11,59207
7423,2020/8/27 13:14,126835
1416,2020/8/27 13:15,98854
11566,2020/8/27 13:17,38835
17159,2020/8/27 13:19,342547
11941,2020/8/27 13:19,176599
15859,2020/8/27 13:21,341680
2809,2020/8/27 13:23,320133
3896,2020/8/27 13:25,207264
13681,2020/8/27 13:27,298898
2826,2020/8/27 13:28,105931
1166,2020/8/27 13:30,120917
15325,2020/8/27 13:31,324722
3954,2020/8/27 13:34,291892
7499,2020/8/27 13:35,311396
13596,2020/8/27 13:37,252218
14273,2020/8/27 13:39,307091
14523,2020/8/27 13:41,6831
17028,2020/8/27 13:44,91178
4840,2020/8/27 13:45,245151
14423,2020/8/27 13:47,133949
8933,2020/8/27 13:48,68946
1539,2020/8/27 13:49,291296
15434,2020/8/27 13:51,345295
4184,2020/8/27 13:52,328378
15974,2020/8/27 13:54,146156
8261,2020/8/27 13:56,119585
13564,2020/8/27 13:57,65222
10917,2020/8/27 14:00,61884
4027,2020/8/27 14:01,339193
2464,2020/8/27 14:02,51543
5352,2020/8/27 14:04,286233
10089,2020/8/27 14:05,157051
7809,2020/8/27 14:08,255401
11709,2020/8/27 14:10,44465
17620,2020/8/27 14:12,150529
8543,2020/8/27 14:14,322316
4989,2020/8/27 14:15,183883
16938,2020/8/27 14:16,26083
2149,2020/8/27 14:18,334243
16505,2020/8/27 14:19,14938
15490,2020/8/27 14:21,345681
7790,2020/8/27 14:22,49527
17547,2020/8/27 14:24,10525
9000,2020/8/27 14:25,119545
14084,2020/8/27 14:26,209694
10451,2020/8/27 14:29,27406
10256,2020/8/27 14:31,274954
2472,2020/8/27 14:31,169221
3370,2020/8/27 14:33,51689
14232,2020/8/27 14:34,345841
8254,2020/8/27 14:36,253414
8541,2020/8/27 14:37,328029
143,2020/8/27 14:39,342753
13270,2020/8/27 14:42,205742
16311,2020/8/27 14:43,316948
325,2020/8/27 14:44,194805
9962,2020/8/27 14:46,170614
3383,2020/8/27 14:47,175962
10759,2020/8/27 14:49,332909
3855,2020/8/27 14:52,247428
15813,2020/8/27 14:53,154782
6904,2020/8/27 14:54,156164
3161,2020/8/27 14:55,343136
6914,2020/8/27 14:55,283101
13100,2020/8/27 14:57,346033
17091,2020/8/27 14:59,89865
4085,2020/8/27 15:00,140407
15275,2020/8/27 15:01,116456
6849,2020/8/27 15:02,344852
7550,2020/8/27 15:03,344361
8537,2020/8/27 15:04,175575
10101,2020/8/27 15:06,132306
14062,2020/8/27 15:07,86384
9685,2020/8/27 15:08,305194
7954,2020/8/27 15:10,235762
13751,2020/8/27 15:12,15661
3911,2020/8/27 15:13,2978
8236,2020/8/27 15:14,247560
13570,2020/8/27 15:16,199248
8147,2020/8/27 15:17,276971
3866,2020/8/27 15:19,196752
14344,2020/8/27 15:20,5957
14036,2020/8/27 15:22,60068
16018,2020/8/27 15:24,31279
14282,2020/8/27 15:26,346510
13123,2020/8/27 15:28,305436
4170,2020/8/27 15:30,263574
1510,2020/8/27 15:31,321251
10863,2020/8/27 15:34,152404
15882,2020/8/27 15:34,296665
10994,2020/8/27 15:36,294177
9275,2020/8/27 15:38,346577
5668,2020/8/27 15:39,333745
5434,2020/8/27 15:40,54992
13446,2020/8/27 15:42,281919
1010,2020/8/27 15:43,81573
3866,2020/8/27 15:45,45512
15306,2020/8/27 15:48,324094
2250,2020/8/27 15:49,340383
6482,2020/8/27 15:50,343263
2067,2020/8/27 15:52,276592
17241,2020/8/27 15:53,131036
1098,2020/8/27 15:56,163928
3107,2020/8/27 15:57,139005
5677,2020/8/27 15:58,273439
3742,2020/8/27 15:59,5509
14590,2020/8/27 16:01,72726
15796,2020/8/27 16:02,110174
6903,2020/8/27 16:03,254197
6059,2020/8/27 16:04,29106
16057,2020/8/27 16:05,213521
4989,2020/8/27 16:07,256358
1128,2020/8/27 16:08,278491
16148,2020/8/27 16:09,307614
10984,2020/8/27 16:11,75236
9172,2020/8/27 16:12,346869
13167,2020/8/27 16:14,338977
16006,2020/8/27 16:15,43090
16989,2020/8/27 16:17,186264
14507,2020/8/27 16:18,108947
8167,2020/8/27 16:20,107482
11657,2020/8/27 16:21,327327
5574,2020/8/27 16:23,55916
5914,2020/8/27 16:24,277205
14234,2020/8/27 16:26,3166
10770,2020/8/27 16:27,65479
10132,2020/8/27 16:28,81783
1711,2020/8/27 16:29,314190
6967,2020/8/27 16:30,347346
5831,2020/8/27 16:31,192858
17087,2020/8/27 16:33,49699
2468,2020/8/27 16:35,2656
1715,2020/8/27 16:37,145171
4363,2020/8/27 16:38,25249
14940,2020/8/27 16:39,45231
10971,2020/8/27 16:41,50681
339,2020/8/27 16:42,70417
10146,2020/8/27 16:42,346027
15397,2020/8/27 16:44,229694
15200,2020/8/27 16:45,347235
7835,2020/8/27 16:46,202097
9409,2020/8/27 16:48,291196
4588,2020/8/27 16:48,24171
16804,2020/8/27 16:50,17013
14858,2020/8/27 16:52,122629
7255,2020/8/27 16:54,212134
15220,2020/8/27 16:55,347504
11265,2020/8/27 16:57,167516
15874,2020/8/27 16:58,185249
10340,2020/8/27 17:01,71090
2463,2020/8/27 17:02,292526
15040,2020/8/27 17:04,130622
3416,2020/8/27 17:06,343974
15959,2020/8/27 17:08,65172
392,2020/8/27 17:10,103318
15787,2020/8/27 17:11,347826
140,2020/8/27 17:13,26765
385,2020/8/27 17:15,218772
874,2020/8/27 17:16,157999
15036,2020/8/27 17:18,323165
14871,2020/8/27 17:19,258549
13655,2020/8/27 17:20,123769
106,2020/8/27 17:22,235015
3836,2020/8/27 17:23,268603
10166,2020/8/27 17:25,158814
2916,2020/8/27 17:26,225826
5186,2020/8/27 17:29,195670
14975,2020/8/27 17:30,338929
4192,2020/8/27 17:31,346304
3241,2020/8/27 17:34,348115
5019,2020/8/27 17:36,346726
17379,2020/8/27 17:38,325946
14127,2020/8/27 17:40,204771
13128,2020/8/27 17:42,279748
14863,2020/8/27 17:45,248652
4869,2020/8/27 17:47,105830
8385,2020/8/27 17:50,295901
10908,2020/8/27 17:51,279487
12520,2020/8/27 17:52,333098
13403,2020/8/27 17:53,347963
5918,2020/8/27 17:55,310056
5999,2020/8/27 17:58,97447
12583,2020/8/27 17:59,270999
13450,2020/8/27 18:00,348442
3397,2020/8/27 18:04,209224
10940,2020/8/27 18:05,320886
6350,2020/8/27 18:08,163570
11432,2020/8/27 18:09,86682
1906,2020/8/27 18:12,9164
15880,2020/8/27 18:13,225015
7459,2020/8/27 18:14,236204
3932,2020/8/27 18:15,85953
7219,2020/8/27 18:16,265513
1045,2020/8/27 18:17,34282
6890,2020/8/27 18:19,62517
7974,2020/8/27 18:21,140613
15256,2020/8/27 18:24,284153
15954,2020/8/27 18:24,77528
5534,2020/8/27 18:26,144344
16671,2020/8/27 18:27,323372
15844,2020/8/27 18:27,164879
14056,2020/8/27 18:30,194634
9314,2020/8/27 18:32,337260
9708,2020/8/27 18:33,95245
3484,2020/8/27 18:34,11110
2920,2020/8/27 18:35,48521
6276,2020/8/27 18:36,348012
6430,2020/8/27 18:37,136309
17009,2020/8/27 18:38,207938
14569,2020/8/27 18:40,311392
12172,2020/8/27 18:41,26502
5166,2020/8/27 18:44,71494
12014,2020/8/27 18:46,16833
12835,2020/8/27 18:48,273361
16392,2020/8/27 18:51,122995
9626,2020/8/27 18:51,139176
12711,2020/8/27 18:54,303472
17321,2020/8/27 18:55,285986
3608,2020/8/27 18:56,48182
13286,2020/8/27 18:57,83248
11427,2020/8/27 18:58,303422
1677,2020/8/27 19:00,346644
3935,2020/8/27 19:01,349163
12848,2020/8/27 19:03,252033
14397,2020/8/27 19:05,172807
6980,2020/8/27 19:07,179357
15074,2020/8/27 19:09,210457
17526,2020/8/27 19:10,203436
14998,2020/8/27 19:12,119118
15836,2020/8/27 19:14,278364
7629,2020/8/27 19:15,172482
3142,2020/8/27 19:17,333276
10437,2020/8/27 19:19,174376
17019,2020/8/27 19:21,284333
16277,2020/8/27 19:22,348029
14204,2020/8/27 19:24,8073
4762,2020/8/27 19:25,248875
6223,2020/8/27 19:27,129097
13452,2020/8/27 19:28,288417
14988,2020/8/27 19:30,230565
1831,2020/8/27 19:31,68134
10105,2020/8/27 19:33,181509
513,2020/8/27 19:34,177843
8131,2020/8/27 19:35,349517
16610,2020/8/27 19:36,105738
16958,2020/8/27 19:37,320633
414,2020/8/27 19:39,349625
1796,2020/8/27 19:40,349667
10866,2020/8/27 19:41,320116
5609,2020/8/27 19:42,248182
6923,2020/8/27 19:44,246159
6824,2020/8/27 19:45,259867
12,2020/8/27 19:46,159633
9691,2020/8/27 19:47,101765
16505,2020/8/27 19:49,247899
15424,2020/8/27 19:50,104488
16369,2020/8/27 19:52,219967
16286,2020/8/27 19:53,332653
15365,2020/8/27 19:56,158433
1076,2020/8/27 19:58,114969
5017,2020/8/27 20:00,54344
9036,2020/8/27 20:01,349969
10643,2020/8/27 20:03,333979
6423,2020/8/27 20:03,149730
7449,2020/8/27 20:04,108438
6522,2020/8/27 20:06,176287
4248,2020/8/27 20:07,200008
10097,2020/8/27 20:08,343953
14763,2020/8/27 20:10,302764
14160,2020/8/27 20:11,163298
4059,2020/8/27 20:14,228339
8517,2020/8/27 20:16,332333
16224,2020/8/27 20:18,350108
7255,2020/8/27 20:19,199431
9063,2020/8/27 20:20,206089
6852,2020/8/27 20:21,300978
3782,2020/8/27 20:22,58429
12680,2020/8/27 20:24,262261
12837,2020/8/27 20:25,151015
14835,2020/8/27 20:27,100229
5096,2020/8/27 20:28,39230
10679,2020/8/27 20:29,139532
9412,2020/8/27 20:31,157062
12419,2020/8/27 20:32,350433
1720,2020/8/27 20:34,309018
16293,2020/8/27 20:34,188380
3958,2020/8/27 20:36,269236
11162,2020/8/27 20:38,181514
16776,2020/8/27 20:39,165950
13047,2020/8/27 20:39,166363
12380,2020/8/27 20:41,305064
16500,2020/8/27 20:42,190892
11056,2020/8/27 20:44,259133
7734,2020/8/27 20:46,308858
14579,2020/8/27 20:49,308379
2540,2020/8/27 20:50,29038
2859,2020/8/27 20:52,51046
4446,2020/8/27 20:54,347194
15793,2020/8/27 20:57,80380
6375,2020/8/27 20:59,222442
12331,2020/8/27 21:00,26000
7109,2020/8/27 21:02,107755
13607,2020/8/27 21:03,314098
5964,2020/8/27 21:06,125960
17095,2020/8/27 21:07,291105
2611,2020/8/27 21:09,22998
245,2020/8/27 21:10,300821
15277,2020/8/27 21:11,8073
16518,2020/8/27 21:13,260946
8645,2020/8/27 21:14,301205
10229,2020/8/27 21:16,170945
17425,2020/8/27 21:17,82297
881,2020/8/27 21:18,294026
6224,2020/8/27 21:20,316170
17563,2020/8/27 21:21,213846
5600,2020/8/27 21:23,193595
3477,2020/8/27 21:27,343571
6666,2020/8/27 21:28,242504
2174,2020/8/27 21:30,300092
5178,2020/8/27 21:32,154004
14935,2020/8/27 21:35,86193
3353,2020/8/27 21:37,113858
15561,2020/8/27 21:39,280174
7117,2020/8/27 21:40,214195
8494,2020/8/27 21:41,216176
4875,2020/8/27 21:43,184757
6252,2020/8/27 21:45,261455
4577,2020/8/27 21:47,304303
13066,2020/8/27 21:48,350577
8834,2020/8/27 21:49,158793
10694,2020/8/27 21:51,312891
17526,2020/8/27 21:52,151285
4391,2020/8/27 21:54,287386
6015,2020/8/27 21:55,105838
11580,2020/8/27 21:59,215380
9751,2020/8/27 22:00,351439
6118,2020/8/27 22:03,294973
5887,2020/8/27 22:04,281024
16997,2020/8/27 22:06,266112
1841,2020/8/27 22:08,323954
8537,2020/8/27 22:11,208131
14782,2020/8/27 22:13,338242
12395,2020/8/27 22:15,33397
16280,2020/8/27 22:17,142805
12567,2020/8/27 22:19,135781
13359,2020/8/27 22:21,243983
14872,2020/8/27 22:26,270269
1751,2020/8/27 22:28,349031
3596,2020/8/27 22:31,216166
8236,2020/8/27 22:34,351931
13665,2020/8/27 22:35,124246
5154,2020/8/27 22:37,228622
11668,2020/8/27 22:39,244743
1582,2020/8/27 22:41,58505
6782,2020/8/27 22:44,105466
2591,2020/8/27 22:47,250443
13301,2020/8/27 22:50,93277
13997,2020/8/27 22:54,260680
8109,2020/8/27 22:57,44461
3235,2020/8/27 22:59,310491
17028,2020/8/27 23:02,341095
14926,2020/8/27 23:05,352099
915,2020/8/27 23:09,74556
1704,2020/8/27 23:12,100464
15827,2020/8/27 23:17,152045
8420,2020/8/27 23:19,125734
666,2020/8/27 23:23,2692
15444,2020/8/27 23:26,319945
16039,2020/8/27 23:32,233366
4912,2020/8/27 23:34,329588
1705,2020/8/27 23:39,320554
4651,2020/8/27 23:44,242985
4875,2020/8/27 23:49,273516
5214,2020/8/27 23:55,321495
4427,2020/8/28 0:00,288841
11297,2020/8/28 0:16,271757
4459,2020/8/28 0:25,275726
4243,2020/8/28 0:36,320889
31,2020/8/28 0:49,233843
13275,2020/8/28 1:00,201986
16863,2020/8/28 1:09,22350
8207,2020/8/28 1:22,165641
1166,2020/8/28 1:44,67161
4906,2020/8/28 1:53,161714
9419,2020/8/28 2:07,220498
4598,2020/8/28 2:21,80942
4454,2020/8/28 2:41,106618
10423,2020/8/28 3:21,290428
8473,2020/8/28 3:57,48214
8320,2020/8/28 4:50,81623
17009,2020/8/28 5:25,329024
1407,2020/8/28 5:50,211226
679,2020/8/28 6:03,159038
8830,2020/8/28 6:19,40985
11329,2020/8/28 6:23,286709
15488,2020/8/28 6:32,173297
4557,2020/8/28 6:38,271948
5671,2020/8/28 6:43,106305
11584,2020/8/28 6:48,254719
2920,2020/8/28 6:53,331191
8263,2020/8/28 6:57,351902
16241,2020/8/28 7:03,252668
13487,2020/8/28 7:07,189299
6823,2020/8/28 7:12,285694
11585,2020/8/28 7:17,236398
3586,2020/8/28 7:22,252338
13990,2020/8/28 7:24,218706
3498,2020/8/28 7:26,32420
13884,2020/8/28 7:29,353060
1363,2020/8/28 7:33,283005
2995,2020/8/28 7:37,97746
2748,2020/8/28 7:40,320241
14167,2020/8/28 7:44,346781
15817,2020/8/28 7:47,77122
8915,2020/8/28 7:50,262764
14010,2020/8/28 7:54,339216
16101,2020/8/28 7:58,353365
10017,2020/8/28 8:01,353398
6082,2020/8/28 8:03,353382
16357,2020/8/28 8:07,187202
6034,2020/8/28 8:10,162626
8430,2020/8/28 8:13,30594
12057,2020/8/28 8:16,58458
2307,2020/8/28 8:18,37207
16099,2020/8/28 8:21,344162
6950,2020/8/28 8:22,186159
15586,2020/8/28 8:26,65714
10027,2020/8/28 8:28,353563
4566,2020/8/28 8:30,51212
9607,2020/8/28 8:33,256084
11591,2020/8/28 8:35,134967
14417,2020/8/28 8:36,80206
4470,2020/8/28 8:39,75599
8281,2020/8/28 8:41,167992
12374,2020/8/28 8:42,353083
15089,2020/8/28 8:45,220621
14632,2020/8/28 8:47,341656
12401,2020/8/28 8:49,347213
9453,2020/8/28 8:51,329355
10078,2020/8/28 8:53,326362
3405,2020/8/28 8:54,275644
14120,2020/8/28 8:56,173089
2128,2020/8/28 8:58,348588
15704,2020/8/28 9:01,231042
15610,2020/8/28 9:03,190336
11959,2020/8/28 9:05,123890
11192,2020/8/28 9:06,254358
10982,2020/8/28 9:08,115343
15540,2020/8/28 9:13,22377
11048,2020/8/28 9:14,104225
9405,2020/8/28 9:15,352409
15091,2020/8/28 9:16,155341
614,2020/8/28 9:19,284981
16597,2020/8/28 9:21,294442
1055,2020/8/28 9:22,217759
10396,2020/8/28 9:24,52188
15411,2020/8/28 9:26,348109
9953,2020/8/28 9:27,84186
176,2020/8/28 9:29,350136
4416,2020/8/28 9:31,278421
6469,2020/8/28 9:33,119561
2248,2020/8/28 9:34,293146
7860,2020/8/28 9:36,322884
17305,2020/8/28 9:37,336681
16459,2020/8/28 9:39,318442
8388,2020/8/28 9:41,122306
12486,2020/8/28 9:43,180075
16246,2020/8/28 9:45,354106
6354,2020/8/28 9:47,166636
15004,2020/8/28 9:49,107769
11029,2020/8/28 9:51,98097
16030,2020/8/28 9:52,274347
15234,2020/8/28 9:54,168975
5586,2020/8/28 9:56,198210
3905,2020/8/28 9:58,182544
9180,2020/8/28 10:00,103898
17165,2020/8/28 10:02,208901
10997,2020/8/28 10:04,352356
11193,2020/8/28 10:06,353949
14575,2020/8/28 10:07,217199
12918,2020/8/28 10:09,175268
4610,2020/8/28 10:11,41877
13677,2020/8/28 10:13,216911
2368,2020/8/28 10:14,98539
5512,2020/8/28 10:16,300611
16665,2020/8/28 10:18,3134
17617,2020/8/28 10:20,51796
1140,2020/8/28 10:22,94170
11786,2020/8/28 10:24,256696
13017,2020/8/28 10:25,73997
14081,2020/8/28 10:29,265787
11601,2020/8/28 10:31,283857
8419,2020/8/28 10:32,60345
3657,2020/8/28 10:33,354698
5267,2020/8/28 10:36,337215
2826,2020/8/28 10:37,354446
3705,2020/8/28 10:40,101242
17584,2020/8/28 10:43,170113
13810,2020/8/28 10:45,158115
3336,2020/8/28 10:47,11271
17554,2020/8/28 10:48,353694
10548,2020/8/28 10:48,125113
1427,2020/8/28 10:50,152673
3588,2020/8/28 10:51,299644
6562,2020/8/28 10:54,93968
14368,2020/8/28 10:55,33692
13683,2020/8/28 10:57,341113
16804,2020/8/28 10:59,354971
862,2020/8/28 11:01,339421
10582,2020/8/28 11:03,182576
11226,2020/8/28 11:05,342078
27,2020/8/28 11:06,121016
14095,2020/8/28 11:08,38694
9747,2020/8/28 11:10,180980
16962,2020/8/28 11:12,355039
14452,2020/8/28 11:14,221350
6642,2020/8/28 11:15,351458
15933,2020/8/28 11:16,354698
632,2020/8/28 11:17,302033
7664,2020/8/28 11:20,84344
12006,2020/8/28 11:22,139215
15519,2020/8/28 11:25,229525
6910,2020/8/28 11:27,77787
10553,2020/8/28 11:30,162626
13054,2020/8/28 11:32,56712
16882,2020/8/28 11:34,160006
14690,2020/8/28 11:36,316820
16170,2020/8/28 11:37,313082
4322,2020/8/28 11:39,53108
3127,2020/8/28 11:40,240107
4082,2020/8/28 11:42,12088
2752,2020/8/28 11:44,28402
3839,2020/8/28 11:47,261470
15058,2020/8/28 11:49,128636
17404,2020/8/28 11:52,73292
4198,2020/8/28 11:54,256403
16577,2020/8/28 11:56,84622
5516,2020/8/28 11:57,176678
649,2020/8/28 11:59,302024
13151,2020/8/28 12:01,106731
11043,2020/8/28 12:03,337329
1397,2020/8/28 12:06,131851
16369,2020/8/28 12:10,174443
881,2020/8/28 12:13,13846
16198,2020/8/28 12:15,202548
14225,2020/8/28 12:15,225504
2172,2020/8/28 12:17,355829
10911,2020/8/28 12:18,225572
14354,2020/8/28 12:20,136909
7584,2020/8/28 12:21,202614
16614,2020/8/28 12:22,355024
8828,2020/8/28 12:24,63099
3977,2020/8/28 12:26,60690
4934,2020/8/28 12:29,52608
755,2020/8/28 12:30,161272
1642,2020/8/28 12:31,63733
11747,2020/8/28 12:32,159824
15527,2020/8/28 12:35,331468
5461,2020/8/28 12:37,6201
6111,2020/8/28 12:38,157249
3498,2020/8/28 12:40,75289
4433,2020/8/28 12:41,209539
11970,2020/8/28 12:44,252690
1698,2020/8/28 12:46,145647
3042,2020/8/28 12:48,227038
9046,2020/8/28 12:50,308372
2578,2020/8/28 12:51,163067
17545,2020/8/28 12:52,116028
7635,2020/8/28 12:53,117664
17063,2020/8/28 12:55,320408
13837,2020/8/28 12:57,112230
16351,2020/8/28 12:58,236723
4980,2020/8/28 12:59,194276
11879,2020/8/28 13:01,9812
14171,2020/8/28 13:03,73363
3903,2020/8/28 13:04,39814
6858,2020/8/28 13:05,295409
989,2020/8/28 13:07,351075
16769,2020/8/28 13:08,356417
5104,2020/8/28 13:10,276649
10374,2020/8/28 13:12,260274
10658,2020/8/28 13:13,301476
16210,2020/8/28 13:15,586
14239,2020/8/28 13:16,205555
2675,2020/8/28 13:18,207827
7453,2020/8/28 13:21,224416
16769,2020/8/28 13:22,336007
9050,2020/8/28 13:24,333134
14618,2020/8/28 13:26,121551
4268,2020/8/28 13:28,210413
5944,2020/8/28 13:30,355898
5300,2020/8/28 13:32,356507
5678,2020/8/28 13:34,193187
16493,2020/8/28 13:36,77274
17583,2020/8/28 13:38,160974
12957,2020/8/28 13:39,323906
9026,2020/8/28 13:40,218434
1812,2020/8/28 13:42,293982
8856,2020/8/28 13:44,298789
